filing_number,time_filed,form_type,skeda_lines,skedb_lines,skede_lines,other_lines,total_lines
959328,10/15 07:53 PM,F3XN,1,1,0,0,2
959327,10/15 07:53 PM,F3N,597,77,0,0,674
959326,10/15 07:52 PM,F3N,431,120,0,3,554
959325,10/15 07:52 PM,F3XN,1,11,0,0,12
959324,10/15 07:52 PM,F3N,251,209,0,96,556
959323,10/15 07:52 PM,F3A,2,15,0,0,17
959322,10/15 07:52 PM,F3N,84,61,0,16,161
959321,10/15 07:51 PM,F3N,7,44,0,24,75
959320,10/15 07:51 PM,F3N,12,22,0,0,34
959319,10/15 07:51 PM,F3N,0,26,0,0,26
959318,10/15 07:51 PM,F3N,68,129,0,3,200
959317,10/15 07:51 PM,F3XN,0,0,0,0,0
959316,10/15 07:50 PM,F3N,115,352,0,58,525
959315,10/15 07:50 PM,F3XN,0,8,0,0,8
959314,10/15 07:50 PM,F3XN,3,2,0,0,5
959313,10/15 07:50 PM,F3XN,1,0,0,0,1
959312,10/15 07:49 PM,F3N,1,60,0,0,61
959311,10/15 07:49 PM,F3XN,0,0,0,0,0
959310,10/15 07:48 PM,F3XN,8,1,0,0,9
959309,10/15 07:47 PM,F3N,89,40,0,5,134
959308,10/15 07:47 PM,F99,0,0,0,0,0
959307,10/15 07:47 PM,F3N,387,165,0,0,552
959306,10/15 07:46 PM,F3XN,9,39,0,48,96
959305,10/15 07:45 PM,F3XN,21,4,0,0,25
959304,10/15 07:44 PM,F3XA,2,2,0,0,4
959303,10/15 07:44 PM,F3N,6314,296,0,0,6610
959302,10/15 07:43 PM,F3XT,2,13,0,0,15
959301,10/15 07:43 PM,F3XN,2,0,0,0,2
959300,10/15 07:42 PM,F3N,305,247,0,0,552
959299,10/15 07:42 PM,F3N,711,389,0,6,1106
959298,10/15 07:42 PM,F3XN,131,25,0,1,157
959297,10/15 07:41 PM,F3N,195,237,0,0,432
959296,10/15 07:39 PM,F3XN,63,2406,727,0,3196
959295,10/15 07:37 PM,F3A,351,69,0,18,438
959294,10/15 07:37 PM,F3N,3596,490,0,0,4086
959293,10/15 07:36 PM,F3N,9,7,0,1,17
959292,10/15 07:35 PM,F3N,3,31,0,11,45
959291,10/15 07:35 PM,F3N,300,218,0,1,519
959290,10/15 07:33 PM,F3N,193,179,0,0,372
959289,10/15 07:32 PM,F3N,0,0,0,3,3
959288,10/15 07:32 PM,F3XN,8,1,0,0,9
959287,10/15 07:32 PM,F3XA,0,0,0,0,0
959286,10/15 07:32 PM,F3N,74,110,0,0,184
959285,10/15 07:30 PM,F3XN,0,2,0,0,2
959284,10/15 07:30 PM,F3N,3,8,0,3,14
959283,10/15 07:29 PM,F3N,0,62,0,1,63
959282,10/15 07:29 PM,F24N,0,0,46,0,46
959281,10/15 07:29 PM,F3N,752,201,0,10,963
959280,10/15 07:28 PM,F3XN,46,71,0,1,118
959279,10/15 07:28 PM,F3N,3,18,0,17,38
959278,10/15 07:27 PM,F3A,19,56,0,2,77
959277,10/15 07:26 PM,F3XN,0,1,0,20,21
959276,10/15 07:26 PM,F3N,97,117,0,3,217
959275,10/15 07:25 PM,F3XN,0,1,0,0,1
959274,10/15 07:24 PM,F3XN,9,6,0,0,15
959273,10/15 07:24 PM,F3N,215,227,0,2,444
959272,10/15 07:24 PM,F3A,303,167,0,4,474
959271,10/15 07:23 PM,F3N,181,102,0,0,283
959270,10/15 07:22 PM,F3XN,1,1,0,0,2
959269,10/15 07:21 PM,F3N,0,0,0,0,0
959268,10/15 07:21 PM,F3N,2,14,0,5,21
959267,10/15 07:21 PM,F3A,82,52,0,3,137
959266,10/15 07:21 PM,F3N,3288,495,0,3,3786
959265,10/15 07:20 PM,F3XN,37,4,0,0,41
959264,10/15 07:18 PM,F3N,56,36,0,1,93
959263,10/15 07:18 PM,F3XN,445,34,45,7,531
959262,10/15 07:17 PM,F3XN,73,18,0,0,91
959261,10/15 07:16 PM,F3N,70,41,0,0,111
959260,10/15 07:16 PM,F99,0,0,0,0,0
959259,10/15 07:15 PM,F3N,248,177,0,7,432
959258,10/15 07:15 PM,F3XN,3,1,0,35,39
959257,10/15 07:15 PM,F3N,3,13,0,2,18
959256,10/15 07:14 PM,F3XN,784,44,0,4,832
959255,10/15 07:14 PM,F3XA,2,3,0,33,38
959254,10/15 07:14 PM,F99,0,0,0,0,0
959253,10/15 07:14 PM,F3N,179,172,0,1,352
959252,10/15 07:13 PM,F3N,117,102,0,0,219
959251,10/15 07:13 PM,F3XN,11,117,0,0,128
959250,10/15 07:12 PM,F3XN,0,0,0,0,0
959249,10/15 07:12 PM,F3A,8,60,0,29,97
959248,10/15 07:12 PM,F3XN,0,0,0,0,0
959247,10/15 07:12 PM,F3XN,16,26,0,0,42
959246,10/15 07:11 PM,F3XN,0,0,0,0,0
959245,10/15 07:11 PM,F3N,1490,268,0,0,1758
959244,10/15 07:10 PM,F3A,38,59,0,18,115
959243,10/15 07:10 PM,F3N,0,17,0,0,17
959242,10/15 07:10 PM,F3N,193,100,0,8,301
959241,10/15 07:09 PM,F3N,139,72,0,2,213
959240,10/15 07:08 PM,F3A,19,63,0,11,93
959239,10/15 07:08 PM,F3N,0,0,0,0,0
959238,10/15 07:08 PM,F3XN,371,139,22,9,541
959237,10/15 07:08 PM,F3XN,0,0,0,0,0
959236,10/15 07:07 PM,F3XN,10,8,0,0,18
959235,10/15 07:07 PM,F3N,343,258,0,0,601
959234,10/15 07:07 PM,F3N,428,148,0,1,577
959233,10/15 07:07 PM,F3XA,0,1,0,0,1
959232,10/15 07:06 PM,F1N,0,0,0,0,0
959231,10/15 07:06 PM,F3N,4,78,0,0,82
959230,10/15 07:05 PM,F3N,119,313,0,2,434
959229,10/15 07:03 PM,F3N,405,190,0,0,595
959228,10/15 07:03 PM,F3N,16,43,0,3,62
959227,10/15 07:03 PM,F3XN,10,19,0,9,38
959226,10/15 07:02 PM,F1N,0,0,0,0,0
959225,10/15 07:02 PM,F3N,81,86,0,3,170
959224,10/15 07:02 PM,F3N,555,152,0,7,714
959223,10/15 07:02 PM,F3N,121,72,0,0,193
959222,10/15 07:01 PM,F3N,97,127,0,7,231
959221,10/15 07:01 PM,F3N,742,215,0,0,957
959220,10/15 07:00 PM,F3N,260,201,0,2,463
959219,10/15 07:00 PM,F3A,54,25,0,3,82
959218,10/15 06:58 PM,F3XN,0,2,0,2,4
959217,10/15 06:58 PM,F3XN,189,113,0,0,302
959216,10/15 06:57 PM,F1N,0,0,0,0,0
959215,10/15 06:57 PM,F3N,8,48,0,8,64
959214,10/15 06:55 PM,F3XN,77,37,0,0,114
959213,10/15 06:55 PM,F3XN,5,5,0,0,10
959212,10/15 06:55 PM,F3N,234,174,0,9,417
959211,10/15 06:54 PM,F3N,66,97,0,0,163
959210,10/15 06:54 PM,F3XN,2,0,0,13,15
959209,10/15 06:53 PM,F3N,205,100,0,9,314
959208,10/15 06:53 PM,F3XN,6,6,0,0,12
959207,10/15 06:53 PM,F3XN,2643,142,0,1,2786
959206,10/15 06:52 PM,F3XN,11,26,0,0,37
959205,10/15 06:52 PM,F3XN,9,2,0,0,11
959204,10/15 06:51 PM,F3XN,305,61,0,0,366
959203,10/15 06:51 PM,F3N,476,99,0,5,580
959202,10/15 06:51 PM,F3N,121,179,0,0,300
959201,10/15 06:50 PM,F1N,0,0,0,0,0
959200,10/15 06:50 PM,F3N,788,406,0,1,1195
959199,10/15 06:48 PM,F2A,0,0,0,0,0
959198,10/15 06:48 PM,F3N,695,217,0,6,918
959197,10/15 06:48 PM,F3N,710,166,0,0,876
959196,10/15 06:48 PM,F3N,112,90,0,1,203
959195,10/15 06:47 PM,F3XN,11,4,0,0,15
959194,10/15 06:46 PM,F3N,91,65,0,10,166
959193,10/15 06:45 PM,F3XN,0,0,0,0,0
959192,10/15 06:45 PM,F3N,1,0,0,7,8
959191,10/15 06:45 PM,F1N,0,0,0,0,0
959190,10/15 06:44 PM,F1A,0,0,0,0,0
959189,10/15 06:43 PM,F3N,122,114,0,0,236
959188,10/15 06:43 PM,F3XN,1,3,0,0,4
959187,10/15 06:42 PM,F3XN,12,1,0,0,13
959186,10/15 06:42 PM,F3N,26,167,0,53,246
959185,10/15 06:42 PM,F3XN,35,61,0,0,96
959184,10/15 06:41 PM,F3N,42,79,0,5,126
959183,10/15 06:41 PM,F3XN,0,21,0,1,22
959182,10/15 06:41 PM,F3XN,0,33,0,0,33
959181,10/15 06:40 PM,F3XN,36,3,0,0,39
959180,10/15 06:39 PM,F3N,99,71,0,1,171
959179,10/15 06:39 PM,F3N,90,66,0,0,156
959178,10/15 06:39 PM,F3N,61,67,0,0,128
959177,10/15 06:39 PM,F24N,0,0,17,0,17
959176,10/15 06:38 PM,F3XN,0,0,0,0,0
959175,10/15 06:38 PM,F3XN,2,59,0,1,62
959174,10/15 06:35 PM,F3N,217,215,0,6,438
959173,10/15 06:35 PM,F3XN,761,47,0,0,808
959172,10/15 06:35 PM,F3XN,31,10,0,0,41
959171,10/15 06:34 PM,F3N,199,138,0,4,341
959170,10/15 06:34 PM,F3N,0,0,0,0,0
959169,10/15 06:34 PM,F3A,2,12,0,18,32
959168,10/15 06:33 PM,F3N,93,81,0,0,174
959167,10/15 06:33 PM,F3N,604,184,0,16,804
959166,10/15 06:32 PM,F3XN,4,4,0,0,8
959165,10/15 06:32 PM,F3N,40,101,0,6,147
959164,10/15 06:32 PM,F3A,4,30,0,12,46
959163,10/15 06:31 PM,F3XN,17,23,0,3,43
959162,10/15 06:31 PM,F3N,218,89,0,15,322
959161,10/15 06:31 PM,F3N,0,9,0,5,14
959160,10/15 06:30 PM,F3XN,9,16,1,0,26
959159,10/15 06:30 PM,F3A,7,16,0,14,37
959158,10/15 06:29 PM,F3XN,100,19,0,0,119
959157,10/15 06:28 PM,F3N,659,454,0,2,1115
959156,10/15 06:28 PM,F3N,0,0,0,0,0
959155,10/15 06:27 PM,F3N,1,1,0,18,20
959154,10/15 06:27 PM,F3PN,6,36,0,117,159
959153,10/15 06:26 PM,F3XN,0,0,0,0,0
959152,10/15 06:26 PM,F3N,16,10,0,0,26
959151,10/15 06:26 PM,F3A,4,22,0,9,35
959150,10/15 06:25 PM,F3N,547,291,0,3,841
959149,10/15 06:25 PM,F3N,1735,371,0,0,2106
959148,10/15 06:25 PM,F3N,411,199,0,0,610
959147,10/15 06:25 PM,F24N,0,0,1,0,1
959146,10/15 06:25 PM,F3XN,363,261,0,60,684
959145,10/15 06:24 PM,F3N,0,0,0,1,1
959144,10/15 06:24 PM,F3A,0,14,0,5,19
959143,10/15 06:24 PM,F3A,8,22,0,6,36
959142,10/15 06:23 PM,F3N,43,33,0,3,79
959141,10/15 06:23 PM,F3N,278,172,0,0,450
959140,10/15 06:23 PM,F3XN,34,106,0,0,140
959139,10/15 06:23 PM,F3XN,0,0,0,0,0
959138,10/15 06:22 PM,F3A,5,14,0,8,27
959137,10/15 06:22 PM,F3N,223,78,0,0,301
959136,10/15 06:22 PM,F3XN,3,10,0,0,13
959135,10/15 06:22 PM,F3A,293,325,0,2,620
959134,10/15 06:22 PM,F3A,2,80,0,5,87
959133,10/15 06:21 PM,F3N,115,127,0,19,261
959132,10/15 06:21 PM,F3N,1727,165,0,1,1893
959131,10/15 06:21 PM,F3N,201,113,0,0,314
959130,10/15 06:21 PM,F3N,1892,290,0,0,2182
959129,10/15 06:21 PM,F3A,2,1,0,3,6
959128,10/15 06:20 PM,F3N,311,206,0,0,517
959127,10/15 06:20 PM,F3XN,11,4,0,0,15
959126,10/15 06:20 PM,F3N,1701,202,0,17,1920
959125,10/15 06:19 PM,F3XN,3,21,0,0,24
959124,10/15 06:19 PM,F3XN,0,0,0,0,0
959123,10/15 06:19 PM,F3XA,7,9,0,0,16
959122,10/15 06:19 PM,F3A,73,56,0,5,134
959121,10/15 06:18 PM,F3N,301,115,0,7,423
959120,10/15 06:17 PM,F3XN,91,33,0,0,124
959119,10/15 06:17 PM,F3N,3,34,0,10,47
959118,10/15 06:17 PM,F3N,874,91,0,0,965
959117,10/15 06:16 PM,F3XN,57,37,0,0,94
959116,10/15 06:16 PM,F3XN,0,0,0,0,0
959115,10/15 06:16 PM,F3A,334,182,0,0,516
959114,10/15 06:16 PM,F3XN,2,10,1,0,13
959113,10/15 06:16 PM,F3XN,3,0,0,0,3
959112,10/15 06:15 PM,F3N,166,261,0,3,430
959111,10/15 06:15 PM,F3N,28,38,0,1,67
959110,10/15 06:15 PM,F3A,4,30,0,12,46
959109,10/15 06:15 PM,F3XN,18,26,0,0,44
959108,10/15 06:14 PM,F24N,0,0,2,0,2
959107,10/15 06:14 PM,F3XN,8,1,0,5,14
959106,10/15 06:14 PM,F3XN,435,15,0,0,450
959105,10/15 06:14 PM,F3N,5,7,0,0,12
959104,10/15 06:14 PM,F3XN,45,6,0,0,51
959103,10/15 06:13 PM,F3N,127,171,0,3,301
959102,10/15 06:13 PM,F3N,192,97,0,2,291
959101,10/15 06:13 PM,F3XN,0,5,0,0,5
959100,10/15 06:13 PM,F3N,180,100,0,1,281
959099,10/15 06:12 PM,F3XN,0,8,0,0,8
959098,10/15 06:12 PM,F3N,359,145,0,0,504
959097,10/15 06:12 PM,F3N,60,51,0,0,111
959096,10/15 06:12 PM,F3A,7,16,0,14,37
959095,10/15 06:12 PM,F3XN,78,22,0,77,177
959094,10/15 06:11 PM,F3A,179,74,0,0,253
959093,10/15 06:11 PM,F3XN,0,0,0,0,0
959092,10/15 06:11 PM,F3A,124,78,0,7,209
959091,10/15 06:11 PM,F3XN,1,28,0,0,29
959090,10/15 06:11 PM,F3N,98,165,0,0,263
959089,10/15 06:10 PM,F3XA,4,3,0,0,7
959088,10/15 06:09 PM,F3N,6,6,0,6,18
959087,10/15 06:09 PM,F3XA,9,5,0,0,14
959086,10/15 06:09 PM,F3A,4,22,0,9,35
959085,10/15 06:09 PM,F3N,148,181,0,10,339
959084,10/15 06:08 PM,F3A,59,47,0,5,111
959083,10/15 06:08 PM,F3XA,0,0,0,0,0
959082,10/15 06:08 PM,F3A,154,68,0,0,222
959081,10/15 06:08 PM,F3N,138,35,0,6,179
959080,10/15 06:08 PM,F3N,19,71,0,7,97
959079,10/15 06:08 PM,F3N,5,21,0,4,30
959078,10/15 06:07 PM,F1A,0,0,0,0,0
959077,10/15 06:07 PM,F3N,0,0,0,3,3
959076,10/15 06:06 PM,F3N,43,28,0,3,74
959075,10/15 06:06 PM,F3N,120,163,0,0,283
959074,10/15 06:06 PM,F3N,607,193,0,34,834
959073,10/15 06:06 PM,F3XN,4,10,0,1,15
959072,10/15 06:06 PM,F3XN,21,8,0,15,44
959071,10/15 06:05 PM,F3XN,0,4,0,3,7
959070,10/15 06:05 PM,F3N,68,142,0,2,212
959069,10/15 06:05 PM,F3N,4095,212,0,0,4307
959068,10/15 06:04 PM,F3N,63,84,0,0,147
959067,10/15 06:04 PM,F3XA,49,13,0,0,62
959066,10/15 06:04 PM,F3XN,58,7,0,0,65
959065,10/15 06:04 PM,F24N,0,0,2,0,2
959064,10/15 06:03 PM,F3XN,0,1,0,0,1
959063,10/15 06:03 PM,F3N,2,13,0,4,19
959062,10/15 06:03 PM,F3A,105,190,0,12,307
959061,10/15 06:03 PM,F99,0,0,0,0,0
959060,10/15 06:03 PM,F3XA,37,10,0,0,47
959059,10/15 06:03 PM,F3A,8,22,0,6,36
959058,10/15 06:02 PM,F3XN,0,1,0,0,1
959057,10/15 06:02 PM,F3N,341,157,0,0,498
959056,10/15 06:00 PM,F3N,102,52,0,0,154
959055,10/15 06:00 PM,F3XN,61,27,0,0,88
959054,10/15 05:59 PM,F3A,45,27,0,5,77
959053,10/15 05:59 PM,F3N,49,46,0,0,95
959052,10/15 05:59 PM,F3N,0,0,0,12,12
959051,10/15 05:59 PM,F3N,129,150,0,0,279
959050,10/15 05:59 PM,F3XA,95,14,0,1,110
959049,10/15 05:59 PM,F5N,8,0,27,0,35
959048,10/15 05:58 PM,F3XN,0,9,0,0,9
959047,10/15 05:58 PM,F3N,0,0,0,2,2
959046,10/15 05:58 PM,F3XA,32,22,0,0,54
959045,10/15 05:57 PM,F3XN,70,42,31,88,231
959044,10/15 05:57 PM,F3A,5,14,0,8,27
959043,10/15 05:56 PM,F3N,150,188,0,1,339
959042,10/15 05:56 PM,F3N,0,0,0,1,1
959041,10/15 05:56 PM,F3N,597,68,0,0,665
959040,10/15 05:56 PM,F3A,10,18,0,5,33
959039,10/15 05:56 PM,F3XA,123,25,0,0,148
959038,10/15 05:56 PM,F3XN,70,74,0,0,144
959037,10/15 05:56 PM,F3XN,0,0,0,0,0
959036,10/15 05:55 PM,F3N,1222,163,0,3,1388
959035,10/15 05:55 PM,F3N,609,205,0,5,819
959034,10/15 05:55 PM,F3A,33,19,0,0,52
959033,10/15 05:55 PM,F3XN,348,2,0,0,350
959032,10/15 05:54 PM,F3N,368,189,0,0,557
959031,10/15 05:54 PM,F3XA,43,15,0,1,59
959030,10/15 05:54 PM,F3XN,23,10,0,0,33
959029,10/15 05:54 PM,F3XN,0,0,0,1,1
959028,10/15 05:53 PM,F3XN,617,121,0,1,739
959027,10/15 05:53 PM,F5A,8,0,24,0,32
959026,10/15 05:52 PM,F24N,0,0,2,0,2
959025,10/15 05:52 PM,F3N,0,1,0,0,1
959024,10/15 05:52 PM,F3N,0,0,0,2,2
959023,10/15 05:52 PM,F3N,46,60,0,5,111
959022,10/15 05:52 PM,F3N,18,34,0,2,54
959021,10/15 05:52 PM,F3XN,210,85,0,0,295
959020,10/15 05:51 PM,F3XN,16,23,3,0,42
959019,10/15 05:51 PM,F5N,0,0,9,0,9
959018,10/15 05:51 PM,F3XN,2,11,0,0,13
959017,10/15 05:51 PM,F3XN,20,0,0,3,23
959016,10/15 05:51 PM,F3XN,8,32,0,0,40
959015,10/15 05:50 PM,F3A,57,40,0,6,103
959014,10/15 05:50 PM,F3XN,1,5,0,0,6
959013,10/15 05:50 PM,F3XN,378,11,0,0,389
959012,10/15 05:50 PM,F5N,0,0,67,0,67
959011,10/15 05:49 PM,F3XA,296,66,0,1,363
959010,10/15 05:49 PM,F3XN,18,17,0,0,35
959009,10/15 05:49 PM,F3N,319,309,0,0,628
959008,10/15 05:48 PM,F3XN,8,14,0,0,22
959007,10/15 05:48 PM,F3XN,0,0,0,0,0
959006,10/15 05:48 PM,F5N,0,0,1,0,1
959005,10/15 05:47 PM,F3XN,2,7,0,4,13
959004,10/15 05:47 PM,F3N,1145,185,0,0,1330
959003,10/15 05:47 PM,F3XN,3,6,0,0,9
959002,10/15 05:47 PM,F3XN,0,8,0,4,12
959001,10/15 05:47 PM,F3A,167,76,0,2,245
959000,10/15 05:46 PM,F3XA,159,13,0,1,173
958999,10/15 05:46 PM,F3XN,4,1,0,0,5
958998,10/15 05:46 PM,F3N,414,151,0,0,565
958997,10/15 05:46 PM,F3N,421,40,0,0,461
958996,10/15 05:45 PM,F3XN,8,8,0,1,17
958995,10/15 05:45 PM,F3XN,1,4,0,0,5
958994,10/15 05:45 PM,F3XN,0,4,0,0,4
958993,10/15 05:44 PM,F3N,565,86,0,2,653
958992,10/15 05:44 PM,F3XN,38,48,0,0,86
958991,10/15 05:44 PM,F3XN,25,21,0,4,50
958990,10/15 05:44 PM,F3N,0,16,0,2,18
958989,10/15 05:44 PM,F3XN,3,1,0,0,4
958988,10/15 05:43 PM,F3XN,13,3,0,10,26
958987,10/15 05:43 PM,F3XN,11,2,0,0,13
958986,10/15 05:43 PM,F3XN,7,18,0,0,25
958985,10/15 05:42 PM,F3XA,4,12,0,1,17
958984,10/15 05:42 PM,F3N,229,157,0,9,395
958983,10/15 05:42 PM,F3N,5,4,0,0,9
958982,10/15 05:42 PM,F1N,0,0,0,0,0
958981,10/15 05:42 PM,F3XN,383,29,0,0,412
958980,10/15 05:42 PM,F3A,112,37,0,5,154
958979,10/15 05:41 PM,F3XN,2,8,0,0,10
958978,10/15 05:41 PM,F3N,109,194,0,0,303
958977,10/15 05:41 PM,F3N,9,18,0,6,33
958976,10/15 05:40 PM,F3N,74,92,0,0,166
958975,10/15 05:40 PM,F3N,176,44,0,0,220
958974,10/15 05:40 PM,F3N,92,125,0,0,217
958973,10/15 05:40 PM,F3N,0,0,0,3,3
958972,10/15 05:40 PM,F3XN,4,9,0,0,13
958971,10/15 05:39 PM,F3N,4,4,0,3,11
958970,10/15 05:39 PM,F3XA,86,2,0,0,88
958969,10/15 05:39 PM,F3N,1107,154,0,0,1261
958968,10/15 05:39 PM,F3N,542,86,0,0,628
958967,10/15 05:38 PM,F99,0,0,0,0,0
958966,10/15 05:38 PM,F3XN,78,93,14,0,185
958965,10/15 05:37 PM,F3N,2,6,0,0,8
958964,10/15 05:37 PM,F3N,179,117,0,2,298
958963,10/15 05:37 PM,F3XN,298,30,0,0,328
958962,10/15 05:36 PM,F3XN,628,268,0,0,896
958961,10/15 05:36 PM,F3XN,556,135,0,0,691
958960,10/15 05:36 PM,F3A,29,33,0,1,63
958959,10/15 05:36 PM,F3XT,0,1,0,0,1
958958,10/15 05:35 PM,F3XN,95,11,0,1,107
958957,10/15 05:35 PM,F3XN,38,2,0,0,40
958956,10/15 05:35 PM,F5N,0,0,2,0,2
958955,10/15 05:34 PM,F3N,0,1,0,7,8
958954,10/15 05:34 PM,F3N,605,144,0,0,749
958953,10/15 05:34 PM,F3XN,29,5,0,0,34
958952,10/15 05:34 PM,F3N,69,131,0,2,202
958951,10/15 05:33 PM,F3T,4,13,0,5,22
958950,10/15 05:33 PM,F3XA,96,13,0,1,110
958949,10/15 05:32 PM,F3N,1878,147,0,2,2027
958948,10/15 05:32 PM,F3N,0,0,0,12,12
958947,10/15 05:32 PM,F3XN,0,15,0,0,15
958946,10/15 05:31 PM,F7N,0,0,0,39,39
958945,10/15 05:31 PM,F24N,0,0,2,0,2
958944,10/15 05:31 PM,F3N,41,29,0,15,85
958943,10/15 05:31 PM,F3XN,86,13,0,0,99
958942,10/15 05:31 PM,F3T,0,0,0,0,0
958941,10/15 05:31 PM,F3XN,0,0,0,0,0
958940,10/15 05:31 PM,F3XN,0,1,0,0,1
958939,10/15 05:31 PM,F3A,93,85,0,0,178
958938,10/15 05:30 PM,F3T,0,4,0,0,4
958937,10/15 05:30 PM,F5N,0,0,22,0,22
958936,10/15 05:30 PM,F3XN,0,0,0,0,0
958935,10/15 05:30 PM,F3XN,0,0,0,0,0
958934,10/15 05:30 PM,F4N,2,90,0,0,92
958933,10/15 05:29 PM,F3XN,4,3,2,3,12
958932,10/15 05:29 PM,F3N,312,85,0,10,407
958931,10/15 05:29 PM,F3A,147,73,0,4,224
958930,10/15 05:29 PM,F3XN,0,1,0,0,1
958929,10/15 05:29 PM,F3XA,55,75,0,1,131
958928,10/15 05:29 PM,F3N,0,0,0,12,12
958927,10/15 05:29 PM,F3N,50,30,0,0,80
958926,10/15 05:28 PM,F3XN,0,0,0,5,5
958925,10/15 05:28 PM,F3XN,82,13,0,0,95
958924,10/15 05:28 PM,F3XN,0,0,0,9,9
958923,10/15 05:28 PM,F3N,240,241,0,0,481
958922,10/15 05:28 PM,F3XN,0,0,0,0,0
958921,10/15 05:28 PM,F3XN,8,16,0,0,24
958920,10/15 05:28 PM,F3XA,146,8,0,0,154
958919,10/15 05:28 PM,F3XN,4,48,0,0,52
958918,10/15 05:28 PM,F3XN,0,1,0,0,1
958917,10/15 05:28 PM,F3N,54,99,0,6,159
958916,10/15 05:27 PM,F3N,233,148,0,1,382
958915,10/15 05:27 PM,F3N,79,58,0,11,148
958914,10/15 05:27 PM,F3XN,131,17,0,0,148
958913,10/15 05:26 PM,F3N,706,279,0,0,985
958912,10/15 05:26 PM,F3XN,0,0,0,0,0
958911,10/15 05:26 PM,F3XN,140,7,0,0,147
958910,10/15 05:25 PM,F3XN,2,1,0,0,3
958909,10/15 05:25 PM,F3N,1334,240,0,0,1574
958908,10/15 05:25 PM,F3N,1529,167,0,9,1705
958907,10/15 05:25 PM,F3XN,73,41,0,0,114
958906,10/15 05:25 PM,F3XN,0,1,0,0,1
958905,10/15 05:24 PM,F3N,94,88,0,0,182
958904,10/15 05:24 PM,F3N,0,19,0,2,21
958903,10/15 05:24 PM,F3XN,21,3,0,0,24
958902,10/15 05:23 PM,F3XN,0,2,0,0,2
958901,10/15 05:23 PM,F3XN,85,6,0,0,91
958900,10/15 05:23 PM,F3N,21,72,0,32,125
958899,10/15 05:23 PM,F3XN,8,21,0,0,29
958898,10/15 05:23 PM,F3XN,14,18,0,0,32
958897,10/15 05:22 PM,F24N,0,0,2,0,2
958896,10/15 05:22 PM,F3T,0,2,0,0,2
958895,10/15 05:22 PM,F3XN,3,8,1,0,12
958894,10/15 05:22 PM,F3N,11,156,0,30,197
958893,10/15 05:22 PM,F3XN,7,11,0,0,18
958892,10/15 05:22 PM,F3N,0,0,0,23,23
958891,10/15 05:22 PM,F3XA,4195,498,23,2,4718
958890,10/15 05:21 PM,F3XA,79,10,0,0,89
958889,10/15 05:21 PM,F3N,84,161,0,0,245
958888,10/15 05:21 PM,F3XN,0,1,1,0,2
958887,10/15 05:20 PM,F3XN,0,0,0,0,0
958886,10/15 05:20 PM,F3N,600,192,0,5,797
958885,10/15 05:20 PM,F3XA,92,9,0,0,101
958884,10/15 05:19 PM,F3N,375,123,0,1,499
958883,10/15 05:19 PM,F3N,249,219,0,1,469
958882,10/15 05:18 PM,F3XN,39,57,0,1,97
958881,10/15 05:18 PM,F3XA,60,9,0,0,69
958880,10/15 05:18 PM,F3N,345,172,0,0,517
958879,10/15 05:18 PM,F3N,0,8,0,0,8
958878,10/15 05:18 PM,F3N,269,65,0,5,339
958877,10/15 05:17 PM,F3XA,46,11,0,0,57
958876,10/15 05:17 PM,F3N,141,117,0,1,259
958875,10/15 05:17 PM,F3XN,8,13,0,5,26
958874,10/15 05:17 PM,F3XN,0,2,0,1,3
958873,10/15 05:16 PM,F3XA,47,12,0,0,59
958872,10/15 05:16 PM,F3N,0,0,0,19,19
958871,10/15 05:16 PM,F3N,1372,394,0,2,1768
958870,10/15 05:16 PM,F3N,67,39,0,2,108
958869,10/15 05:15 PM,F3N,10,11,0,4,25
958868,10/15 05:15 PM,F3XN,1,0,0,0,1
958867,10/15 05:15 PM,F3XA,55,6,0,0,61
958866,10/15 05:15 PM,F3N,248,169,0,9,426
958865,10/15 05:15 PM,F3XN,0,1,0,0,1
958864,10/15 05:14 PM,F3XN,3,0,0,0,3
958863,10/15 05:14 PM,F3XN,135,29,0,0,164
958862,10/15 05:14 PM,F3N,110,30,0,4,144
958861,10/15 05:13 PM,F24N,0,0,4,0,4
958860,10/15 05:13 PM,F3XN,0,1,0,0,1
958859,10/15 05:13 PM,F3N,43,50,0,20,113
958858,10/15 05:13 PM,F3T,0,0,0,0,0
958857,10/15 05:13 PM,F3XN,259,49,0,0,308
958856,10/15 05:13 PM,F3XN,7,8,0,0,15
958855,10/15 05:13 PM,F3N,2,11,0,0,13
958854,10/15 05:13 PM,F3XN,658,3,0,0,661
958853,10/15 05:12 PM,F3N,0,2,0,2,4
958852,10/15 05:11 PM,F3XN,0,6,0,8,14
958851,10/15 05:11 PM,F3N,1243,254,0,0,1497
958850,10/15 05:11 PM,F3XN,55,14,0,0,69
958849,10/15 05:11 PM,F3N,69,37,0,0,106
958848,10/15 05:09 PM,F3XN,35,13,0,5,53
958847,10/15 05:09 PM,F3XN,2,18,0,0,20
958846,10/15 05:09 PM,F3XN,769,82,0,0,851
958845,10/15 05:08 PM,F3XN,0,2,0,0,2
958844,10/15 05:07 PM,F3N,372,545,0,0,917
958843,10/15 05:07 PM,F3XN,23,38,0,0,61
958842,10/15 05:07 PM,F3XN,4,0,3,0,7
958841,10/15 05:07 PM,F3XN,0,0,0,3,3
958840,10/15 05:07 PM,F3N,32,30,0,2,64
