filing_number,time_filed,form_type,skeda_lines,skedb_lines,skede_lines,other_lines,total_lines
959607,10/15 09:49 PM,F3N,41,31,0,8,80
959606,10/15 09:49 PM,F3XN,0,0,0,0,0
959605,10/15 09:48 PM,F3XN,386,118,0,24,528
959604,10/15 09:47 PM,F3N,375,67,0,0,442
959603,10/15 09:46 PM,F3XN,3,22,0,0,25
959602,10/15 09:46 PM,F3XN,0,0,0,0,0
959601,10/15 09:46 PM,F3XN,0,0,0,0,0
959600,10/15 09:46 PM,F3N,169,66,0,2,237
959599,10/15 09:45 PM,F3N,4652,410,0,40,5102
959598,10/15 09:45 PM,F3N,1,8,0,12,21
959597,10/15 09:43 PM,F3XN,10,4,13,3,30
959596,10/15 09:43 PM,F3N,0,0,0,0,0
959595,10/15 09:42 PM,F3N,0,0,0,22,22
959594,10/15 09:41 PM,F3A,119,49,0,5,173
959593,10/15 09:40 PM,F3XN,0,0,0,0,0
959592,10/15 09:40 PM,F3N,119,122,0,9,250
959591,10/15 09:38 PM,F3XN,0,0,0,0,0
959590,10/15 09:37 PM,F3N,348,36,0,1,385
959589,10/15 09:37 PM,F3N,121,136,0,0,257
959588,10/15 09:37 PM,F3N,0,0,0,1,1
959587,10/15 09:37 PM,F3N,7,20,0,26,53
959586,10/15 09:37 PM,F3XN,1,18,0,0,19
959585,10/15 09:36 PM,F3N,1,4,0,1,6
959584,10/15 09:36 PM,F3N,10,4,0,1,15
959583,10/15 09:35 PM,F3N,0,0,0,0,0
959582,10/15 09:35 PM,F3XN,44,1,0,0,45
959581,10/15 09:34 PM,F3N,305,286,0,38,629
959580,10/15 09:34 PM,F3XN,0,103,0,1,104
959579,10/15 09:33 PM,F3XN,8,46,34,28,116
959578,10/15 09:33 PM,F3A,104,99,0,4,207
959577,10/15 09:33 PM,F3XN,26,11,0,0,37
959576,10/15 09:32 PM,F1A,0,0,0,0,0
959575,10/15 09:32 PM,F3N,13,15,0,3,31
959574,10/15 09:31 PM,F3N,42,48,0,1,91
959573,10/15 09:31 PM,F3N,0,0,0,10,10
959572,10/15 09:31 PM,F3A,239,153,0,77,469
959571,10/15 09:31 PM,F3N,240,191,0,0,431
959570,10/15 09:31 PM,F3N,0,0,0,0,0
959569,10/15 09:30 PM,F3N,179,53,0,32,264
959568,10/15 09:30 PM,F3XN,2,3,0,0,5
959567,10/15 09:30 PM,F3XA,8,24,0,40,72
959566,10/15 09:30 PM,F3A,36,31,0,28,95
959565,10/15 09:29 PM,F3XN,29,28,0,0,57
959564,10/15 09:29 PM,F3N,0,3,0,1,4
959563,10/15 09:29 PM,F3XN,90,5,0,16,111
959562,10/15 09:29 PM,F3N,913,191,0,15,1119
959561,10/15 09:29 PM,F3N,1,25,0,1,27
959560,10/15 09:28 PM,F3N,68,23,0,1,92
959559,10/15 09:28 PM,F3XN,0,6,0,7,13
959558,10/15 09:28 PM,F3XN,0,1,0,0,1
959557,10/15 09:28 PM,F3N,14,154,0,9,177
959556,10/15 09:28 PM,F3N,83,86,0,9,178
959555,10/15 09:27 PM,F3N,90,173,0,1,264
959554,10/15 09:27 PM,F3XN,0,0,0,0,0
959553,10/15 09:26 PM,F3XN,4,4,0,0,8
959552,10/15 09:25 PM,F3N,244,131,0,1,376
959551,10/15 09:25 PM,F3N,1,0,0,1,2
959550,10/15 09:24 PM,F3XN,0,0,0,0,0
959549,10/15 09:24 PM,F3N,46,128,0,7,181
959548,10/15 09:23 PM,F3N,77,108,0,3,188
959547,10/15 09:23 PM,F3N,4227,132,0,0,4359
959546,10/15 09:23 PM,F3N,84,99,0,0,183
959545,10/15 09:23 PM,F3N,0,0,0,1,1
959544,10/15 09:22 PM,F3XN,42,15,0,0,57
959543,10/15 09:22 PM,F3N,1426,251,0,0,1677
959542,10/15 09:22 PM,F3N,0,0,0,3,3
959541,10/15 09:22 PM,F3N,52,75,0,0,127
959540,10/15 09:21 PM,F3N,93,84,0,36,213
959539,10/15 09:21 PM,F3N,94,64,0,2,160
959538,10/15 09:20 PM,F24A,0,0,1,0,1
959537,10/15 09:20 PM,F3A,14,6,0,1,21
959536,10/15 09:19 PM,F3N,90,53,0,13,156
959535,10/15 09:18 PM,F3N,352,107,0,0,459
959534,10/15 09:18 PM,F3XN,23,20,9,9,61
959533,10/15 09:17 PM,F3N,1,5,0,7,13
959532,10/15 09:17 PM,F3A,9,4,0,1,14
959531,10/15 09:17 PM,F3N,915,312,0,0,1227
959530,10/15 09:16 PM,F3N,82,79,0,0,161
959529,10/15 09:16 PM,F3XN,5,2,0,20,27
959528,10/15 09:15 PM,F3N,159,64,0,5,228
959527,10/15 09:14 PM,F3XN,0,0,0,0,0
959526,10/15 09:14 PM,F5N,0,0,2,0,2
959525,10/15 09:14 PM,F24N,0,0,51,0,51
959524,10/15 09:13 PM,F3N,0,0,0,18,18
959523,10/15 09:13 PM,F3N,160,89,0,9,258
959522,10/15 09:11 PM,F3N,134,163,0,0,297
959521,10/15 09:11 PM,F3XN,3,0,0,28,31
959520,10/15 09:10 PM,F3N,160,162,0,0,322
959519,10/15 09:10 PM,F3N,237,353,0,18,608
959518,10/15 09:09 PM,F3N,102,66,0,0,168
959517,10/15 09:09 PM,F3N,245,116,0,1,362
959516,10/15 09:08 PM,F3T,4,18,0,7,29
959515,10/15 09:08 PM,F3XN,0,0,0,0,0
959514,10/15 09:07 PM,F3N,116,98,0,47,261
959513,10/15 09:07 PM,F3XN,7,28,0,0,35
959512,10/15 09:07 PM,F3N,22,26,0,4,52
959511,10/15 09:07 PM,F5N,7,0,11,0,18
959510,10/15 09:06 PM,F3A,64,70,0,0,134
959509,10/15 09:06 PM,F3A,22,33,0,2,57
959508,10/15 09:06 PM,F3N,104,31,0,7,142
959507,10/15 09:05 PM,F3XN,13,2,0,25,40
959506,10/15 09:04 PM,F3XN,0,0,0,8,8
959505,10/15 09:04 PM,F3N,446,104,0,2,552
959504,10/15 09:03 PM,F3XN,5862,720,0,9,6591
959503,10/15 09:03 PM,F3N,650,187,0,1,838
959502,10/15 09:03 PM,F3A,43,40,0,4,87
959501,10/15 09:03 PM,F5A,9,0,17,0,26
959500,10/15 09:02 PM,F3XN,305,24,0,0,329
959499,10/15 09:02 PM,F3N,4,4,0,4,12
959498,10/15 09:02 PM,F24N,0,0,195,0,195
959497,10/15 09:02 PM,F3XN,2,0,0,8,10
959496,10/15 09:02 PM,F3XN,791,358,0,0,1149
959495,10/15 09:02 PM,F3N,265,122,0,12,399
959494,10/15 09:00 PM,F3XN,492,69,0,0,561
959493,10/15 09:00 PM,F3XN,0,10,0,0,10
959492,10/15 09:00 PM,F3XN,2,9,0,0,11
959490,10/15 08:59 PM,F3N,395,185,0,0,580
959489,10/15 08:59 PM,F3N,92,50,0,9,151
959488,10/15 08:59 PM,F3N,53,104,0,1,158
959487,10/15 08:59 PM,F3N,379,178,0,0,557
959486,10/15 08:58 PM,F3N,18,19,0,0,37
959485,10/15 08:57 PM,F3A,18,17,0,4,39
959484,10/15 08:56 PM,F24A,0,0,20,0,20
959483,10/15 08:56 PM,F3XN,0,0,0,17,17
959482,10/15 08:54 PM,F24A,0,0,11,0,11
959481,10/15 08:54 PM,F3N,1,16,0,0,17
959480,10/15 08:53 PM,F3N,67,75,0,0,142
959479,10/15 08:52 PM,F3N,0,0,0,0,0
959478,10/15 08:52 PM,F3N,701,160,0,1,862
959477,10/15 08:52 PM,F3XN,0,0,0,0,0
959476,10/15 08:52 PM,F3XN,3,18,0,0,21
959475,10/15 08:51 PM,F3N,147,237,0,0,384
959474,10/15 08:50 PM,F3N,76,83,0,0,159
959473,10/15 08:50 PM,F3N,0,0,0,28,28
959472,10/15 08:50 PM,F3N,0,14,0,1,15
959471,10/15 08:50 PM,F3A,54,56,0,4,114
959470,10/15 08:50 PM,F5N,0,0,2,0,2
959469,10/15 08:49 PM,F3N,10682,259,0,2,10943
959468,10/15 08:49 PM,F3N,151,312,0,6,469
959467,10/15 08:49 PM,F3N,0,17,0,0,17
959466,10/15 08:49 PM,F3N,193,36,0,2,231
959465,10/15 08:49 PM,F3N,343,263,0,0,606
959464,10/15 08:48 PM,F3N,2,8,0,6,16
959463,10/15 08:47 PM,F3N,3,7,0,53,63
959462,10/15 08:47 PM,F3N,1,1,0,4,6
959461,10/15 08:47 PM,F3N,937,185,0,4,1126
959460,10/15 08:47 PM,F99,0,0,0,0,0
959459,10/15 08:47 PM,F3N,173,74,0,0,247
959458,10/15 08:47 PM,F5N,0,0,2,0,2
959457,10/15 08:46 PM,F3XN,56,3,0,0,59
959456,10/15 08:46 PM,F3XN,8,24,0,40,72
959455,10/15 08:46 PM,F3N,201,181,0,3,385
959454,10/15 08:46 PM,F3N,598,216,0,0,814
959453,10/15 08:46 PM,F3XN,51,99,0,0,150
959452,10/15 08:46 PM,F3XN,2,1,0,0,3
959451,10/15 08:45 PM,F3N,276,197,0,2,475
959450,10/15 08:45 PM,F3N,185,108,0,0,293
959449,10/15 08:45 PM,F24N,0,0,40,1,41
959448,10/15 08:45 PM,F3N,18,6,0,0,24
959447,10/15 08:45 PM,F3N,114,78,0,0,192
959446,10/15 08:44 PM,F3XA,79,16,0,57,152
959445,10/15 08:44 PM,F3N,15,8,0,6,29
959444,10/15 08:44 PM,F5N,0,0,2,0,2
959443,10/15 08:44 PM,F3XN,2,2,0,11,15
959442,10/15 08:44 PM,F5N,0,0,7,0,7
959441,10/15 08:43 PM,F3XN,4,4,0,0,8
959440,10/15 08:42 PM,F3N,0,0,0,3,3
959439,10/15 08:42 PM,F3XN,59,17,0,0,76
959438,10/15 08:41 PM,F3N,81,116,0,1,198
959437,10/15 08:40 PM,F3XN,5,9,0,0,14
959436,10/15 08:40 PM,F3XN,2,0,0,23,25
959435,10/15 08:39 PM,F3N,395,220,0,0,615
959434,10/15 08:39 PM,F3XN,2,13,0,0,15
959433,10/15 08:39 PM,F3XA,13,6,0,12,31
959432,10/15 08:38 PM,F3N,454,125,0,0,579
959431,10/15 08:38 PM,F3N,61,176,0,0,237
959430,10/15 08:37 PM,F5N,0,0,5,0,5
959429,10/15 08:37 PM,F3A,14,33,0,0,47
959428,10/15 08:37 PM,F3XN,1,3,0,0,4
959427,10/15 08:37 PM,F3XN,57,107,0,1,165
959426,10/15 08:36 PM,F3XN,1,9,0,0,10
959425,10/15 08:35 PM,F3N,0,0,0,2,2
959424,10/15 08:35 PM,F3XN,0,0,0,2,2
959423,10/15 08:35 PM,F3N,3,9,0,15,27
959422,10/15 08:34 PM,F3XN,10,15,0,0,25
959421,10/15 08:34 PM,F5N,0,0,2,0,2
959420,10/15 08:34 PM,F3N,0,5,0,0,5
959419,10/15 08:34 PM,F3XT,0,1,0,2,3
959418,10/15 08:34 PM,F3XN,0,0,0,0,0
959417,10/15 08:33 PM,F3A,36,46,0,15,97
959416,10/15 08:33 PM,F3A,126,73,0,0,199
959415,10/15 08:32 PM,F3N,62,63,0,6,131
959414,10/15 08:31 PM,F3N,173,114,0,0,287
959413,10/15 08:31 PM,F3XN,76,9,0,0,85
959412,10/15 08:31 PM,F7N,0,0,0,3,3
959411,10/15 08:31 PM,F3N,89,224,0,0,313
959410,10/15 08:31 PM,F3A,0,1,0,2,3
959409,10/15 08:31 PM,F1N,0,0,0,0,0
959408,10/15 08:30 PM,F3N,500,232,0,0,732
959407,10/15 08:30 PM,F3XN,0,1,0,1,2
959406,10/15 08:29 PM,F3A,12,10,0,14,36
959405,10/15 08:29 PM,F24N,0,0,1,0,1
959404,10/15 08:28 PM,F3XN,24,0,0,54,78
959403,10/15 08:28 PM,F3N,77,164,0,7,248
959402,10/15 08:27 PM,F3XN,1,20,0,0,21
959401,10/15 08:26 PM,F3XN,0,3,0,0,3
959400,10/15 08:25 PM,F3XN,0,0,0,0,0
959399,10/15 08:25 PM,F3N,0,0,0,5,5
959398,10/15 08:24 PM,F3N,0,6,0,7,13
959397,10/15 08:24 PM,F3N,4290,285,0,0,4575
959396,10/15 08:24 PM,F99,0,0,0,0,0
959395,10/15 08:24 PM,F3XN,258,9,0,0,267
959394,10/15 08:24 PM,F3N,1384,165,0,0,1549
959393,10/15 08:23 PM,F3N,0,0,0,1,1
959392,10/15 08:23 PM,F3XN,0,0,0,0,0
959391,10/15 08:23 PM,F3N,311,197,0,2,510
959390,10/15 08:23 PM,F3N,0,21,0,0,21
959389,10/15 08:23 PM,F3N,148,415,0,0,563
959388,10/15 08:22 PM,F3XN,357,11,0,0,368
959387,10/15 08:22 PM,F3XN,301,0,0,0,301
959386,10/15 08:22 PM,F3T,0,0,0,0,0
959385,10/15 08:22 PM,F3XN,21,1,0,0,22
959384,10/15 08:22 PM,F3XN,0,0,0,2,2
959383,10/15 08:22 PM,F3XN,0,0,0,0,0
959382,10/15 08:21 PM,F3N,2,1,0,0,3
959381,10/15 08:20 PM,F24N,0,0,2,0,2
959380,10/15 08:20 PM,F3N,3,13,0,0,16
959379,10/15 08:19 PM,F3N,132,152,0,1,285
959378,10/15 08:18 PM,F3XN,6,0,0,0,6
959377,10/15 08:18 PM,F3XN,119,13,0,0,132
959376,10/15 08:18 PM,F3N,0,1,0,2,3
959375,10/15 08:16 PM,F3N,31,0,0,2,33
959374,10/15 08:16 PM,F3XN,3,8,0,0,11
959373,10/15 08:15 PM,F3XN,9,88,14,0,111
959372,10/15 08:12 PM,F3N,1300,178,0,0,1478
959371,10/15 08:12 PM,F3XN,4,8,0,0,12
959370,10/15 08:11 PM,F3A,138,144,0,5,287
959369,10/15 08:10 PM,F3N,138,140,0,0,278
959368,10/15 08:10 PM,F3XN,1,0,0,0,1
959367,10/15 08:09 PM,F3XN,5,3,0,0,8
959366,10/15 08:08 PM,F3XN,5,1,0,0,6
959365,10/15 08:08 PM,F3XN,76,13,0,0,89
959364,10/15 08:08 PM,F3A,9,0,0,10,19
959363,10/15 08:07 PM,F3XN,0,9,0,0,9
959362,10/15 08:07 PM,F3N,195,135,0,8,338
959361,10/15 08:07 PM,F3N,484,153,0,8,645
959360,10/15 08:06 PM,F3N,2,8,0,6,16
959359,10/15 08:06 PM,F3N,42,103,0,6,151
959358,10/15 08:06 PM,F3N,1,1,0,1,3
959357,10/15 08:05 PM,F3N,6,7,0,0,13
959356,10/15 08:05 PM,F1A,0,0,0,0,0
959355,10/15 08:05 PM,F3XN,1,6,0,0,7
959354,10/15 08:04 PM,F3N,2,14,0,9,25
959353,10/15 08:04 PM,F3XT,2,13,0,0,15
959352,10/15 08:04 PM,F3XN,6,3,0,10,19
959351,10/15 08:03 PM,F3XN,3,1,0,0,4
959350,10/15 08:02 PM,F3XN,0,5,0,0,5
959349,10/15 08:01 PM,F3N,130,81,0,0,211
959348,10/15 08:00 PM,F3XA,3,1,0,0,4
959347,10/15 08:00 PM,F3XN,3,8,26,2,39
959346,10/15 08:00 PM,F3XN,1,1,0,0,2
959345,10/15 08:00 PM,F3N,401,344,0,0,745
959344,10/15 08:00 PM,F3N,193,113,0,0,306
959343,10/15 07:59 PM,F3N,1294,206,0,0,1500
959342,10/15 07:59 PM,F3N,296,61,0,1,358
959341,10/15 07:59 PM,F3N,0,0,0,29,29
959340,10/15 07:59 PM,F3N,636,108,0,0,744
959339,10/15 07:59 PM,F3XN,84,36,0,1,121
959338,10/15 07:59 PM,F3XN,5,1,0,16,22
959337,10/15 07:57 PM,F3N,407,98,0,343,848
959336,10/15 07:56 PM,F3XN,13,1,0,0,14
959335,10/15 07:56 PM,F3XN,113,23,0,0,136
959334,10/15 07:56 PM,F3XN,36,30,0,0,66
959333,10/15 07:56 PM,F3N,12,37,0,1,50
959332,10/15 07:55 PM,F3N,5,57,0,0,62
959331,10/15 07:55 PM,F3N,9,11,0,0,20
959330,10/15 07:55 PM,F24N,0,0,5,0,5
959329,10/15 07:53 PM,F3N,7,25,0,0,32
