filing_number,time_filed,form_type,skeda_lines,skedb_lines,skede_lines,other_lines,total_lines
967715,10/23 07:56 PM,F3XN,101,85,0,0,186
967714,10/23 07:56 PM,F3N,616,56,0,0,672
967713,10/23 07:55 PM,F3N,430,65,0,2,497
967712,10/23 07:55 PM,F3XN,6,5,0,0,11
967711,10/23 07:55 PM,F3XA,9,4,2,0,15
967710,10/23 07:54 PM,F3N,0,0,0,4,4
967709,10/23 07:54 PM,F3N,13,13,0,1,27
967708,10/23 07:52 PM,F3N,22,65,0,1,88
967707,10/23 07:52 PM,F6N,5,0,0,0,5
967706,10/23 07:52 PM,F3XN,0,5,0,0,5
967705,10/23 07:51 PM,F6N,5,0,0,0,5
967704,10/23 07:51 PM,F3N,1207,58,0,0,1265
967703,10/23 07:51 PM,F3N,158,55,0,5,218
967702,10/23 07:51 PM,F3N,10,25,0,0,35
967701,10/23 07:50 PM,F3XN,12,4,0,34,50
967700,10/23 07:50 PM,F3XN,0,0,0,0,0
967699,10/23 07:49 PM,F3XN,509,29,10,1,549
967698,10/23 07:49 PM,F6N,4,0,0,0,4
967697,10/23 07:48 PM,F3XN,9,1,0,0,10
967696,10/23 07:48 PM,F3XN,66,16,0,0,82
967695,10/23 07:47 PM,F3XN,0,0,0,0,0
967694,10/23 07:47 PM,F99,0,0,0,0,0
967693,10/23 07:47 PM,F3N,487,58,0,0,545
967692,10/23 07:46 PM,F3XA,19,2,0,1,22
967691,10/23 07:46 PM,F5N,0,0,1,0,1
967690,10/23 07:46 PM,F3N,80,45,0,0,125
967689,10/23 07:46 PM,F3XA,197,165,0,182,544
967688,10/23 07:45 PM,F3N,0,0,0,0,0
967687,10/23 07:45 PM,F3XN,1,4,0,0,5
967686,10/23 07:45 PM,F3N,610,95,0,0,705
967685,10/23 07:44 PM,F3N,20,13,0,0,33
967684,10/23 07:44 PM,F3N,27,12,0,6,45
967683,10/23 07:43 PM,F3A,86,35,0,1,122
967682,10/23 07:43 PM,F3XN,0,3,0,0,3
967681,10/23 07:42 PM,F3N,167,67,0,0,234
967680,10/23 07:42 PM,F3XN,2,2,0,0,4
967679,10/23 07:42 PM,F3N,12,53,0,3,68
967678,10/23 07:42 PM,F3XN,20,1,0,24,45
967677,10/23 07:41 PM,F6N,2,0,0,0,2
967676,10/23 07:41 PM,F3XN,65,121,0,0,186
967675,10/23 07:40 PM,F3XN,24,0,0,0,24
967674,10/23 07:40 PM,F6N,4,0,0,0,4
967673,10/23 07:39 PM,F3A,96,49,0,0,145
967672,10/23 07:39 PM,F3N,220,34,0,0,254
967671,10/23 07:39 PM,F3N,36,72,0,3,111
967670,10/23 07:39 PM,F3XN,0,0,0,0,0
967669,10/23 07:38 PM,F3XN,8,12,0,0,20
967668,10/23 07:38 PM,F6N,5,0,0,0,5
967667,10/23 07:38 PM,F3N,50,40,0,0,90
967666,10/23 07:37 PM,F5N,0,0,2,0,2
967665,10/23 07:36 PM,F3XN,12,2,0,5,19
967664,10/23 07:36 PM,F3N,257,68,0,7,332
967663,10/23 07:35 PM,F3N,53,20,0,0,73
967662,10/23 07:35 PM,F3XN,89,126,0,25,240
967661,10/23 07:35 PM,F3N,470,23,0,0,493
967660,10/23 07:35 PM,F3XN,62,21,0,236,319
967659,10/23 07:34 PM,F3N,39,28,0,3,70
967658,10/23 07:34 PM,F3N,75,22,0,1,98
967657,10/23 07:33 PM,F3A,616,206,0,5,827
967656,10/23 07:33 PM,F3N,8,8,0,3,19
967655,10/23 07:33 PM,F5N,0,0,27,0,27
967654,10/23 07:33 PM,F6N,2,0,0,0,2
967653,10/23 07:32 PM,F6N,5,0,0,0,5
967652,10/23 07:32 PM,F6N,3,0,0,0,3
967651,10/23 07:32 PM,F3XN,5,39,0,0,44
967650,10/23 07:32 PM,F3N,47,21,0,2,70
967649,10/23 07:32 PM,F3N,260,57,0,0,317
967648,10/23 07:31 PM,F3XN,433,2,0,0,435
967647,10/23 07:31 PM,F3N,116,77,0,1,194
967646,10/23 07:30 PM,F6N,2,0,0,0,2
967645,10/23 07:30 PM,F3XN,0,0,0,0,0
967644,10/23 07:30 PM,F3XN,114,75,0,121,310
967643,10/23 07:29 PM,F6N,1,0,0,0,1
967642,10/23 07:29 PM,F3XN,4,5,0,0,9
967641,10/23 07:29 PM,F3N,223,24,0,0,247
967640,10/23 07:28 PM,F3N,3,0,0,0,3
967639,10/23 07:27 PM,F3N,0,8,0,0,8
967638,10/23 07:26 PM,F24A,0,0,30,0,30
967637,10/23 07:25 PM,F3N,66,75,0,11,152
967636,10/23 07:25 PM,F3N,76,35,0,2,113
967635,10/23 07:25 PM,F3XN,0,0,0,0,0
967634,10/23 07:25 PM,F3XN,110,71,0,88,269
967633,10/23 07:25 PM,F3XN,129,179,1,242,551
967632,10/23 07:24 PM,F99,0,0,0,0,0
967631,10/23 07:23 PM,F3N,1014,82,0,0,1096
967630,10/23 07:23 PM,F3XN,0,0,0,77,77
967629,10/23 07:23 PM,F3N,10165,61,0,0,10226
967628,10/23 07:23 PM,F3XN,164,34,0,0,198
967627,10/23 07:23 PM,F3A,204,104,0,1,309
967626,10/23 07:23 PM,F6N,2,0,0,0,2
967625,10/23 07:23 PM,F3N,82,23,0,0,105
967624,10/23 07:23 PM,F3N,0,0,0,3,3
967623,10/23 07:23 PM,F3N,27,50,0,3,80
967622,10/23 07:22 PM,F3XN,0,10,0,0,10
967621,10/23 07:22 PM,F3N,25,33,0,1,59
967620,10/23 07:22 PM,F3N,31,11,0,0,42
967619,10/23 07:21 PM,F3N,16,51,0,0,67
967618,10/23 07:21 PM,F99,0,0,0,0,0
967617,10/23 07:21 PM,F3A,42,5,0,0,47
967616,10/23 07:21 PM,F3N,25,24,0,0,49
967615,10/23 07:20 PM,F3XN,0,3,0,0,3
967614,10/23 07:20 PM,F3XN,0,0,0,12,12
967613,10/23 07:20 PM,F3N,1303,65,0,0,1368
967612,10/23 07:20 PM,F6N,1,0,0,0,1
967611,10/23 07:19 PM,F99,0,0,0,0,0
967610,10/23 07:19 PM,F3N,46,12,0,1,59
967609,10/23 07:18 PM,F6N,10,0,0,0,10
967608,10/23 07:18 PM,F3XN,34,14,0,0,48
967607,10/23 07:18 PM,F3A,4,8,0,11,23
967606,10/23 07:17 PM,F3XA,4,26,31,0,61
967605,10/23 07:17 PM,F3XN,1,0,0,1,2
967604,10/23 07:17 PM,F6N,2,0,0,0,2
967603,10/23 07:17 PM,F3N,0,3,0,0,3
967602,10/23 07:16 PM,F3A,84,135,0,0,219
967601,10/23 07:16 PM,F3A,34,17,0,17,68
967600,10/23 07:15 PM,F3XN,0,4,0,0,4
967599,10/23 07:15 PM,F24N,0,0,1,0,1
967598,10/23 07:15 PM,F3N,157,82,0,7,246
967597,10/23 07:15 PM,F99,0,0,0,0,0
967596,10/23 07:14 PM,F3XN,11,1,0,2,14
967595,10/23 07:14 PM,F6N,1,0,0,0,1
967594,10/23 07:13 PM,F3N,37,28,0,1,66
967593,10/23 07:13 PM,F6N,3,0,0,0,3
967592,10/23 07:12 PM,F3N,25,46,0,3,74
967591,10/23 07:12 PM,F3XN,854,6,0,0,860
967590,10/23 07:12 PM,F3N,408,76,0,1,485
967589,10/23 07:12 PM,F3XN,0,5,0,0,5
967588,10/23 07:11 PM,F3N,408,76,0,0,484
967587,10/23 07:10 PM,F3N,115,46,0,1,162
967586,10/23 07:10 PM,F3XN,0,1,1,0,2
967585,10/23 07:10 PM,F6N,8,0,0,0,8
967584,10/23 07:10 PM,F6N,5,0,0,0,5
967583,10/23 07:09 PM,F6N,2,0,0,0,2
967582,10/23 07:09 PM,F24N,0,0,8,0,8
967581,10/23 07:09 PM,F3XN,133,0,0,0,133
967580,10/23 07:08 PM,F3XN,0,1,0,0,1
967579,10/23 07:08 PM,F3N,192,25,0,0,217
967578,10/23 07:08 PM,F3N,144,48,0,2,194
967577,10/23 07:08 PM,F3XN,2,2,0,0,4
967576,10/23 07:08 PM,F3XN,1,4,0,0,5
967575,10/23 07:07 PM,F3N,3,7,0,3,13
967574,10/23 07:07 PM,F3XN,0,2,0,0,2
967573,10/23 07:07 PM,F3N,49,46,0,0,95
967572,10/23 07:07 PM,F3XN,0,0,0,0,0
967571,10/23 07:07 PM,F3N,142,94,0,0,236
967570,10/23 07:07 PM,F3XN,4,0,0,0,4
967569,10/23 07:07 PM,F3XN,0,0,0,0,0
967568,10/23 07:06 PM,F3N,21,27,0,1,49
967567,10/23 07:06 PM,F3XN,25,1,0,0,26
967566,10/23 07:05 PM,F3N,52,39,0,0,91
967565,10/23 07:05 PM,F3XN,4,2,0,0,6
967564,10/23 07:05 PM,F6N,2,0,0,0,2
967563,10/23 07:04 PM,F3XN,0,0,0,0,0
967562,10/23 07:03 PM,F3XN,63,0,0,0,63
967561,10/23 07:03 PM,F3XN,5,36,0,0,41
967560,10/23 07:03 PM,F3XN,1,1,0,0,2
967559,10/23 07:03 PM,F3N,430,82,0,0,512
967558,10/23 07:03 PM,F3XN,65,7,0,62,134
967557,10/23 07:02 PM,F6N,1,0,0,0,1
967556,10/23 07:02 PM,F3A,34,15,0,3,52
967555,10/23 07:02 PM,F3N,165,44,0,9,218
967554,10/23 07:02 PM,F6N,4,0,0,0,4
967553,10/23 07:02 PM,F3XN,12,13,0,8,33
967552,10/23 07:01 PM,F3XN,16,1,0,0,17
967551,10/23 07:00 PM,F3N,101,32,0,2,135
967550,10/23 07:00 PM,F6N,2,0,0,0,2
967549,10/23 07:00 PM,F3N,0,21,0,18,39
967548,10/23 06:59 PM,F3XN,3,5,0,3,11
967547,10/23 06:59 PM,F3XN,0,0,0,0,0
967546,10/23 06:59 PM,F3XN,294,192,0,344,830
967545,10/23 06:58 PM,F3XN,6,3,0,0,9
967544,10/23 06:58 PM,F3N,77,36,0,1,114
967543,10/23 06:57 PM,F3XN,1,0,0,1,2
967542,10/23 06:56 PM,F3XN,0,2,0,0,2
967541,10/23 06:56 PM,F3XN,0,0,0,0,0
967540,10/23 06:56 PM,F3N,13,35,0,0,48
967539,10/23 06:56 PM,F3XN,0,0,0,0,0
967538,10/23 06:56 PM,F24N,0,0,1,0,1
967537,10/23 06:56 PM,F24N,0,0,3,0,3
967536,10/23 06:56 PM,F3XN,262,124,0,68,454
967535,10/23 06:54 PM,F3N,35,31,0,0,66
967534,10/23 06:53 PM,F3A,375,154,0,1,530
967533,10/23 06:51 PM,F3XN,0,0,0,0,0
967532,10/23 06:51 PM,F3XN,0,0,0,0,0
967531,10/23 06:50 PM,F3N,234,80,0,2,316
967530,10/23 06:50 PM,F3XN,121,56,0,0,177
967529,10/23 06:49 PM,F3N,50,15,0,7,72
967528,10/23 06:48 PM,F3XN,583,26,0,0,609
967527,10/23 06:48 PM,F3XN,0,2,0,0,2
967526,10/23 06:48 PM,F3N,43,19,0,0,62
967525,10/23 06:47 PM,F3N,92,51,0,7,150
967524,10/23 06:47 PM,F3N,378,43,0,0,421
967523,10/23 06:47 PM,F3XN,235,0,0,0,235
967522,10/23 06:46 PM,F6N,3,0,0,0,3
967521,10/23 06:46 PM,F3N,163,32,0,1,196
967520,10/23 06:46 PM,F3N,0,3,0,0,3
967519,10/23 06:44 PM,F6N,8,0,0,0,8
967518,10/23 06:43 PM,F3XN,120,27,11,9,167
967517,10/23 06:42 PM,F3A,1,25,0,0,26
967516,10/23 06:42 PM,F6N,1,0,0,0,1
967515,10/23 06:42 PM,F3XN,46,1,0,0,47
967514,10/23 06:41 PM,F3XN,0,0,0,0,0
967513,10/23 06:39 PM,F6N,27,0,0,0,27
967512,10/23 06:39 PM,F3XN,0,0,0,0,0
967511,10/23 06:39 PM,F3XN,27,0,0,0,27
967510,10/23 06:38 PM,F3XN,1,1,0,0,2
967509,10/23 06:37 PM,F3XN,125041,1689,202,35,126967
967508,10/23 06:38 PM,F3N,20,57,0,0,77
967507,10/23 06:37 PM,F3XN,9,4,0,0,13
967506,10/23 06:37 PM,F3XN,1,1,0,0,2
967505,10/23 06:37 PM,F6N,5,0,0,0,5
967504,10/23 06:36 PM,F3N,59,34,0,0,93
967503,10/23 06:36 PM,F6N,1,0,0,0,1
967502,10/23 06:36 PM,F24N,0,0,1,0,1
967501,10/23 06:36 PM,F3N,142,36,0,11,189
967500,10/23 06:36 PM,F3N,10,26,0,1,37
967499,10/23 06:35 PM,F3N,13,15,0,0,28
967498,10/23 06:34 PM,F3XN,478,216,0,0,694
967497,10/23 06:34 PM,F3XN,1,4,0,0,5
967496,10/23 06:34 PM,F6N,1,0,0,0,1
967495,10/23 06:33 PM,F3XN,0,0,0,0,0
967494,10/23 06:33 PM,F3N,23,38,0,7,68
967493,10/23 06:33 PM,F3XN,0,0,0,13,13
967492,10/23 06:32 PM,F3N,52,26,0,2,80
967491,10/23 06:32 PM,F3XN,55,5,0,1,61
967490,10/23 06:32 PM,F3N,265,50,0,1,316
967489,10/23 06:31 PM,F3N,177,21,0,0,198
967488,10/23 06:30 PM,F3N,36,15,0,11,62
967487,10/23 06:30 PM,F3XN,130,5,0,0,135
967486,10/23 06:30 PM,F3XN,44,5,0,0,49
967485,10/23 06:30 PM,F3XN,46,42,0,1,89
967484,10/23 06:29 PM,F6N,1,0,0,0,1
967483,10/23 06:27 PM,F24A,0,0,2,1,3
967482,10/23 06:27 PM,F24N,0,0,1,0,1
967481,10/23 06:27 PM,F3XN,0,0,0,0,0
967480,10/23 06:27 PM,F3N,9,41,0,57,107
967479,10/23 06:26 PM,F3XN,0,0,0,0,0
967478,10/23 06:26 PM,F3N,20,28,0,0,48
967477,10/23 06:26 PM,F3N,13,23,0,12,48
967476,10/23 06:26 PM,F3XN,61,21,6,0,88
967475,10/23 06:24 PM,F6N,5,0,0,0,5
967474,10/23 06:23 PM,F3XN,454,19,0,0,473
967473,10/23 06:23 PM,F3XN,0,3,0,0,3
967472,10/23 06:23 PM,F24N,0,0,6,0,6
967471,10/23 06:23 PM,F3XN,0,25,0,0,25
967470,10/23 06:22 PM,F24A,0,0,2,1,3
967469,10/23 06:22 PM,F24N,0,0,1,0,1
967468,10/23 06:21 PM,F3N,13,31,0,0,44
967467,10/23 06:21 PM,F3N,22,17,0,1,40
967466,10/23 06:21 PM,F6N,3,0,0,0,3
967465,10/23 06:21 PM,F3XN,2,5,0,0,7
967464,10/23 06:20 PM,F6N,5,0,0,0,5
967463,10/23 06:19 PM,F3XN,0,0,0,0,0
967462,10/23 06:19 PM,F3XN,0,1,0,0,1
967461,10/23 06:19 PM,F3XN,2,0,0,0,2
967460,10/23 06:19 PM,F3XN,5,14,0,0,19
967458,10/23 06:18 PM,F3XN,57,1,0,0,58
967457,10/23 06:18 PM,F3XN,1,0,0,0,1
967456,10/23 06:18 PM,F3XN,40,12,0,0,52
967455,10/23 06:18 PM,F3XN,1,0,2,0,3
967454,10/23 06:17 PM,F3XN,0,0,0,0,0
967453,10/23 06:17 PM,F3N,225,91,0,2,318
967452,10/23 06:17 PM,F3N,696,87,0,0,783
967451,10/23 06:16 PM,F99,0,0,0,0,0
967450,10/23 06:16 PM,F3XN,0,0,0,0,0
967449,10/23 06:16 PM,F3N,40,112,0,0,152
967448,10/23 06:15 PM,F6N,1,0,0,0,1
967447,10/23 06:15 PM,F3A,263,181,0,1,445
967446,10/23 06:15 PM,F3XN,10,8,0,0,18
967445,10/23 06:15 PM,F3XN,316,71,0,281,668
967444,10/23 06:15 PM,F24N,0,0,2,0,2
967443,10/23 06:14 PM,F24A,0,0,4,1,5
967442,10/23 06:14 PM,F3XN,51,10,0,26,87
967441,10/23 06:14 PM,F3N,181,37,0,6,224
967440,10/23 06:14 PM,F3XN,128,1,0,1,130
967439,10/23 06:13 PM,F3XN,6687,499,158,29,7373
967438,10/23 06:12 PM,F6N,4,0,0,0,4
967437,10/23 06:12 PM,F3XN,14,4,0,0,18
967436,10/23 06:12 PM,F3N,381,78,0,17,476
967435,10/23 06:12 PM,F3XN,131,110,0,0,241
967434,10/23 06:11 PM,F3XN,4,0,0,0,4
967433,10/23 06:10 PM,F3XN,0,0,0,0,0
967432,10/23 06:10 PM,F3XN,0,0,0,1,1
967431,10/23 06:10 PM,F6N,1,0,0,0,1
967430,10/23 06:09 PM,F3N,197,46,0,1,244
967429,10/23 06:09 PM,F6N,1,0,0,0,1
967428,10/23 06:08 PM,F3XN,0,0,0,0,0
967427,10/23 06:08 PM,F1A,0,0,0,0,0
967426,10/23 06:08 PM,F3XN,0,1,0,0,1
967425,10/23 06:08 PM,F5N,0,0,1,0,1
967424,10/23 06:08 PM,F3N,125,80,0,0,205
967423,10/23 06:07 PM,F3A,29,167,0,54,250
967422,10/23 06:06 PM,F3XN,0,0,0,0,0
967421,10/23 06:06 PM,F3N,109,27,0,17,153
967420,10/23 06:06 PM,F24N,0,0,7,0,7
967419,10/23 06:04 PM,F3A,326,158,0,0,484
967418,10/23 06:04 PM,F3N,735,75,0,0,810
967417,10/23 06:04 PM,F3XN,39,44,0,13,96
967416,10/23 06:04 PM,F3N,56,70,0,0,126
967415,10/23 06:04 PM,F3XN,1,0,2,0,3
967414,10/23 06:04 PM,F6N,4,0,0,0,4
967413,10/23 06:03 PM,F3XN,3,8,4,5,20
967412,10/23 06:03 PM,F3XN,23215,897,0,13,24125
967411,10/23 06:02 PM,F3XN,163,21,0,0,184
967410,10/23 06:02 PM,F3XN,67,0,0,0,67
967409,10/23 06:02 PM,F3XN,160,309,0,35,504
967408,10/23 06:01 PM,F3N,110,66,0,3,179
967407,10/23 06:01 PM,F3XA,2,2,0,1,5
967406,10/23 06:00 PM,F3N,58,26,0,0,84
967405,10/23 06:00 PM,F3N,12,31,0,0,43
967404,10/23 05:59 PM,F3A,40,30,0,24,94
967403,10/23 05:59 PM,F3A,30,16,0,19,65
967402,10/23 05:59 PM,F6N,7,0,0,0,7
967401,10/23 05:59 PM,F24N,0,0,1,0,1
967400,10/23 05:58 PM,F3XN,955,1450,0,5,2410
967399,10/23 05:58 PM,F1A,0,0,0,0,0
967398,10/23 05:58 PM,F3N,289,49,0,5,343
967397,10/23 05:58 PM,F3XN,577,13,0,0,590
967396,10/23 05:57 PM,F6N,3,0,0,0,3
967395,10/23 05:57 PM,F3XN,0,9,0,0,9
967394,10/23 05:57 PM,F3N,21,35,0,5,61
967393,10/23 05:57 PM,F6N,1,0,0,0,1
967392,10/23 05:56 PM,F3XN,1158,45,21,7,1231
967391,10/23 05:56 PM,F3XA,2,7,0,1,10
967390,10/23 05:56 PM,F3N,17,38,0,0,55
967389,10/23 05:56 PM,F3XN,10,0,0,0,10
967388,10/23 05:56 PM,F5N,0,0,7,0,7
967387,10/23 05:56 PM,F3XN,0,1,2,0,3
967386,10/23 05:56 PM,F3XN,2,11,0,0,13
967385,10/23 05:55 PM,F3XN,0,0,0,0,0
967384,10/23 05:55 PM,F3A,54,99,0,7,160
967383,10/23 05:54 PM,F6N,5,0,0,0,5
967382,10/23 05:54 PM,F24N,0,0,58,0,58
967381,10/23 05:54 PM,F3N,11,86,0,57,154
967380,10/23 05:54 PM,F3N,15,12,0,0,27
967379,10/23 05:53 PM,F5N,0,0,2,0,2
967378,10/23 05:52 PM,F3XN,430,9,0,0,439
967377,10/23 05:52 PM,F6N,5,0,0,0,5
967376,10/23 05:52 PM,F3N,4,13,0,2,19
967375,10/23 05:51 PM,F3XN,101,82,0,0,183
967374,10/23 05:50 PM,F3XN,27,13,0,32,72
967373,10/23 05:49 PM,F3N,34,7,0,0,41
967372,10/23 05:49 PM,F3XA,11,8,0,1,20
967371,10/23 05:49 PM,F3N,9,6,0,2,17
967370,10/23 05:49 PM,F3N,16,36,0,4,56
967369,10/23 05:48 PM,F3T,0,2,0,0,2
967368,10/23 05:48 PM,F3XN,0,1,0,0,1
967367,10/23 05:48 PM,F3N,90,25,0,0,115
967366,10/23 05:48 PM,F3XN,112,54,0,48,214
967365,10/23 05:48 PM,F3XN,176,8,0,0,184
967364,10/23 05:48 PM,F3XN,11,17,0,0,28
967363,10/23 05:48 PM,F3XN,286,0,0,0,286
967362,10/23 05:47 PM,F3XN,48,113,0,156,317
967361,10/23 05:47 PM,F3N,54,28,0,2,84
967360,10/23 05:47 PM,F3XN,0,5,0,0,5
967359,10/23 04:56 PM,F5N,0,0,2,0,2
967358,10/23 05:46 PM,F3XN,295,43,0,0,338
967357,10/23 05:45 PM,F3N,117,61,0,2,180
967356,10/23 05:44 PM,F3N,0,0,0,0,0
967355,10/23 05:44 PM,F3XA,1,2,0,1,4
967354,10/23 05:44 PM,F3N,45,50,0,1,96
967353,10/23 05:43 PM,F3N,340,39,0,0,379
967352,10/23 05:43 PM,F24N,0,0,1,0,1
967351,10/23 05:42 PM,F3XN,716,28,1,1,746
967350,10/23 05:42 PM,F3XN,77,2,0,0,79
967349,10/23 05:42 PM,F3A,649,219,0,0,868
967348,10/23 05:42 PM,F5N,0,0,3,0,3
967347,10/23 05:41 PM,F3XN,20,11,2,1,34
967346,10/23 05:40 PM,F3XN,21,16,0,0,37
967345,10/23 05:40 PM,F3XN,225,0,0,0,225
967344,10/23 05:39 PM,F6A,3,0,0,0,3
967343,10/23 05:39 PM,F3XN,0,1,0,0,1
967342,10/23 05:39 PM,F3XN,379,8,0,0,387
967341,10/23 05:39 PM,F3XN,2,3,0,2,7
967340,10/23 05:38 PM,F3XA,2,6,0,1,9
967339,10/23 05:38 PM,F3XA,537,287,0,0,824
967338,10/23 05:38 PM,F3XN,1,0,0,0,1
967337,10/23 05:38 PM,F3N,6,2,0,0,8
967336,10/23 05:38 PM,F3A,45,48,0,2,95
967335,10/23 05:37 PM,F3XA,556,135,0,0,691
967334,10/23 05:36 PM,F3XN,129,7,0,0,136
967333,10/23 05:36 PM,F3XN,0,0,0,0,0
967332,10/23 05:36 PM,F3XN,0,14,0,0,14
967331,10/23 05:35 PM,F3N,5,1,0,1,7
967330,10/23 05:35 PM,F3XN,89,70,0,0,159
967329,10/23 05:34 PM,F3N,63,48,0,19,130
967328,10/23 05:33 PM,F3XN,7,0,0,0,7
967327,10/23 05:33 PM,F3N,35,82,0,2,119
967326,10/23 05:32 PM,F3XN,194,47,0,0,241
967325,10/23 05:32 PM,F3XA,140,32,0,268,440
967324,10/23 05:32 PM,F3N,0,2,0,2,4
967323,10/23 05:32 PM,F3XN,15,14,0,8,37
967322,10/23 05:32 PM,F3XN,2,1,0,1,4
967321,10/23 05:32 PM,F3XN,0,2,0,0,2
967320,10/23 05:32 PM,F3N,375,59,0,2,436
967319,10/23 05:31 PM,F3N,45,20,0,6,71
967318,10/23 05:31 PM,F3XN,0,1,0,0,1
967317,10/23 05:31 PM,F3XN,46,1623,587,3,2259
967316,10/23 05:30 PM,F3XN,73,16,0,0,89
967315,10/23 05:30 PM,F3XA,0,1,0,1,2
967314,10/23 05:30 PM,F3N,119,45,0,0,164
967313,10/23 05:29 PM,F3XN,97,0,0,0,97
967312,10/23 05:26 PM,F3XN,10,2,0,0,12
967311,10/23 05:26 PM,F6N,1,0,0,0,1
967310,10/23 05:26 PM,F3XN,0,0,0,0,0
967309,10/23 05:25 PM,F3N,6,11,0,0,17
967308,10/23 05:24 PM,F3N,463,121,0,0,584
967307,10/23 05:23 PM,F3N,285,29,0,3,317
967306,10/23 05:23 PM,F3XN,82,0,0,0,82
967305,10/23 05:22 PM,F3XN,27,28,14,0,69
967304,10/23 05:22 PM,F6N,3,0,0,0,3
967303,10/23 05:22 PM,F3N,0,0,0,34,34
967302,10/23 05:22 PM,F3XN,1,0,0,0,1
967301,10/23 05:22 PM,F3N,5,25,0,0,30
967300,10/23 05:21 PM,F3XN,1,0,0,0,1
967299,10/23 05:21 PM,F3XN,1341,15,8,3,1367
967298,10/23 05:20 PM,F3N,65,40,0,40,145
967297,10/23 05:20 PM,F3XN,132,26,0,0,158
967296,10/23 05:20 PM,F3XN,58,6,0,0,64
967295,10/23 05:19 PM,F3XN,31,0,0,0,31
967294,10/23 05:19 PM,F3N,0,0,0,0,0
967293,10/23 05:19 PM,F3XN,89,2,0,0,91
967292,10/23 05:18 PM,F3A,66,71,0,13,150
967291,10/23 05:18 PM,F3XN,5,4,0,0,9
967290,10/23 05:18 PM,F3N,71,40,0,8,119
967289,10/23 05:18 PM,F6N,1,0,0,0,1
967288,10/23 05:18 PM,F6N,1,0,0,0,1
967287,10/23 05:17 PM,F3XN,3,11,0,0,14
967286,10/23 05:17 PM,F3XN,61,32,0,0,93
967285,10/23 05:17 PM,F3XN,1,1,0,0,2
967284,10/23 05:17 PM,F3N,28,32,0,0,60
967283,10/23 05:16 PM,F3N,54,27,0,6,87
967282,10/23 05:16 PM,F3XN,0,0,0,0,0
967281,10/23 05:16 PM,F3XN,0,0,0,0,0
967280,10/23 05:16 PM,F3XN,16493,684,0,51,17228
967279,10/23 05:16 PM,F3XN,60,150,0,16,226
967278,10/23 05:16 PM,F3XN,167,4,0,0,171
967277,10/23 05:16 PM,F6N,1,0,0,0,1
967276,10/23 05:15 PM,F3XN,2,0,0,0,2
967275,10/23 05:15 PM,F3XN,90,16,0,0,106
967274,10/23 05:15 PM,F3N,25,25,0,0,50
967273,10/23 05:15 PM,F3XN,19,1,0,0,20
967272,10/23 05:15 PM,F3N,192,98,0,1,291
967271,10/23 05:15 PM,F3XN,17,12,0,0,29
967270,10/23 05:14 PM,F3N,85,14,0,8,107
967269,10/23 05:14 PM,F3XN,4,0,0,0,4
967268,10/23 05:14 PM,F3N,0,1,0,7,8
967267,10/23 05:14 PM,F3XN,132,0,0,0,132
967266,10/23 05:13 PM,F3XN,0,1,0,0,1
967265,10/23 05:13 PM,F3N,27,33,0,6,66
967264,10/23 05:13 PM,F3XN,9908,8545,42,1,18496
967263,10/23 05:13 PM,F3N,72,10,0,0,82
967262,10/23 05:13 PM,F3N,608,103,0,0,711
967261,10/23 05:12 PM,F3XA,0,1,0,0,1
967260,10/23 05:12 PM,F3N,44,18,0,3,65
967259,10/23 05:12 PM,F3XN,0,0,0,9,9
967258,10/23 05:12 PM,F24N,0,0,2,0,2
967257,10/23 05:12 PM,F3N,0,28,0,0,28
967256,10/23 05:12 PM,F3N,23,11,0,1,35
967255,10/23 05:11 PM,F3N,3,4,0,1,8
967254,10/23 05:11 PM,F3XN,10,0,0,0,10
967253,10/23 05:11 PM,F3XN,430,18,0,0,448
967252,10/23 05:10 PM,F3XN,2672,14,0,0,2686
967251,10/23 05:10 PM,F3XN,34,2,1,1,38
967250,10/23 05:10 PM,F3XN,109,25,0,0,134
967249,10/23 05:10 PM,F3N,65,22,0,2,89
967248,10/23 05:10 PM,F3XN,4,10,0,0,14
967247,10/23 05:10 PM,F3N,71,53,0,6,130
967246,10/23 05:10 PM,F3N,39,19,0,7,65
967245,10/23 05:09 PM,F3XA,0,0,0,5,5
967244,10/23 05:09 PM,F6N,2,0,0,0,2
967243,10/23 05:09 PM,F3XN,0,1,0,0,1
967242,10/23 05:09 PM,F3XN,112,0,0,0,112
967241,10/23 05:09 PM,F3XN,0,2,0,0,2
967240,10/23 05:09 PM,F3XN,13,5,0,0,18
967239,10/23 05:08 PM,F3XN,233,36,0,0,269
967238,10/23 05:08 PM,F3XN,20,5,0,0,25
967237,10/23 05:08 PM,F99,0,0,0,0,0
967236,10/23 05:08 PM,F3XN,232,7,1,1,241
967235,10/23 05:08 PM,F3XN,1,2,0,0,3
967234,10/23 05:08 PM,F3XN,1120,0,0,0,1120
967233,10/23 05:08 PM,F3N,28,13,0,1,42
967232,10/23 05:07 PM,F3XN,638,60,5,0,703
967231,10/23 05:07 PM,F3XN,12,0,0,0,12
967230,10/23 05:07 PM,F3XA,129,18,0,50,197
967229,10/23 05:06 PM,F3XN,58,1,0,0,59
967228,10/23 05:06 PM,F3N,46,27,0,0,73
967227,10/23 05:06 PM,F3N,96,47,0,6,149
967226,10/23 05:06 PM,F3XN,0,2,0,0,2
