filing_number,time_filed,form_type,skeda_lines,skedb_lines,skede_lines,other_lines,total_lines
968123,10/23 10:55 PM,F6N,2,0,0,0,2
968122,10/23 10:55 PM,F6N,1,0,0,0,1
968121,10/23 10:54 PM,F3N,46,34,0,1,81
968120,10/23 10:54 PM,F3N,32,30,0,4,66
968119,10/23 10:54 PM,F3XN,75,14,0,0,89
968118,10/23 10:53 PM,F3N,1,3,0,0,4
968117,10/23 10:52 PM,F3XN,55,22,0,55,132
968116,10/23 10:52 PM,F3XN,369,93,0,37,499
968115,10/23 10:51 PM,F3XN,0,0,2,4,6
968114,10/23 10:50 PM,F3A,7,21,0,0,28
968113,10/23 10:49 PM,F3XA,1,1,0,0,2
968112,10/23 10:47 PM,F6N,2,0,0,0,2
968111,10/23 10:46 PM,F6N,1,0,0,0,1
968110,10/23 10:45 PM,F3XN,76,3,0,76,155
968109,10/23 10:44 PM,F3N,63,21,0,0,84
968108,10/23 10:44 PM,F3N,3,0,0,15,18
968107,10/23 10:43 PM,F24N,0,0,18,0,18
968106,10/23 10:42 PM,F3XN,6,200,29,4,239
968105,10/23 10:42 PM,F3N,22,85,0,0,107
968104,10/23 10:42 PM,F3XN,1230,100,10,25,1365
968103,10/23 10:42 PM,F3XN,0,3,0,0,3
968102,10/23 10:41 PM,F5N,0,0,1,0,1
968101,10/23 10:41 PM,F3XN,34,114,0,0,148
968100,10/23 10:41 PM,F3N,41,15,0,4,60
968099,10/23 10:41 PM,F3N,3,13,0,5,21
968098,10/23 10:40 PM,F3XN,109,266,0,364,739
968097,10/23 10:39 PM,F3XN,19,5,0,0,24
968096,10/23 10:39 PM,F3XN,36,14,0,0,50
968095,10/23 10:38 PM,F3XN,3,3,0,0,6
968094,10/23 10:36 PM,F3XN,5,1,16,2,24
968093,10/23 10:36 PM,F3XA,4,4,0,0,8
968092,10/23 10:36 PM,F3XN,0,0,0,7,7
968091,10/23 10:36 PM,F3XN,1,1,0,0,2
968090,10/23 10:35 PM,F3N,86,70,0,1,157
968089,10/23 10:35 PM,F3XN,0,0,0,0,0
968088,10/23 10:35 PM,F3N,4,18,0,27,49
968086,10/23 10:34 PM,F3N,78,58,0,0,136
968085,10/23 10:33 PM,F3XN,0,6,0,0,6
968084,10/23 10:31 PM,F3N,84,61,0,6,151
968083,10/23 10:30 PM,F3XA,74,13,0,11,98
968082,10/23 10:30 PM,F3N,61,18,0,3,82
968081,10/23 10:30 PM,F3N,20,43,0,0,63
968080,10/23 10:30 PM,F3N,21,38,0,7,66
968079,10/23 10:29 PM,F3N,68,24,0,6,98
968078,10/23 10:29 PM,F3XN,1,0,0,11,12
968077,10/23 10:29 PM,F3N,64,37,0,3,104
968076,10/23 10:29 PM,F3N,44,37,0,0,81
968075,10/23 10:28 PM,F3N,35,19,0,1,55
968074,10/23 10:28 PM,F3XN,0,0,0,3,3
968073,10/23 10:28 PM,F3XN,5,1,0,0,6
968072,10/23 10:28 PM,F3XN,28,17,0,60,105
968071,10/23 10:27 PM,F3XN,0,4,0,2,6
968070,10/23 10:27 PM,F3N,2,16,0,1,19
968069,10/23 10:27 PM,F3XN,0,0,0,6,6
968068,10/23 10:27 PM,F3A,135,78,0,19,232
968067,10/23 10:26 PM,F3N,26,95,0,1,122
968066,10/23 10:26 PM,F3XN,0,0,0,2,2
968065,10/23 10:26 PM,F6N,5,0,0,0,5
968064,10/23 10:25 PM,F3XN,0,0,0,22,22
968063,10/23 10:25 PM,F3XN,30,11,0,51,92
968062,10/23 10:24 PM,F3N,110,24,0,16,150
968061,10/23 10:23 PM,F6N,3,0,0,0,3
968060,10/23 10:21 PM,F3XN,61,5,0,0,66
968059,10/23 10:21 PM,F3N,36,69,0,2,107
968058,10/23 10:20 PM,F3N,6,10,0,2,18
968057,10/23 10:18 PM,F3A,267,172,0,7,446
968056,10/23 10:17 PM,F3N,0,0,0,4,4
968055,10/23 10:17 PM,F3XN,79,233,0,102,414
968054,10/23 10:16 PM,F3N,14,7,0,6,27
968053,10/23 10:16 PM,F3N,23,21,0,21,65
968052,10/23 10:16 PM,F3N,1,7,0,20,28
968051,10/23 10:16 PM,F3XA,608,310,0,23,941
968050,10/23 10:15 PM,F3XN,18,43,0,99,160
968049,10/23 10:15 PM,F3XN,2,3,0,12,17
968048,10/23 10:15 PM,F3A,59,38,0,13,110
968047,10/23 10:14 PM,F6N,2,0,0,0,2
968046,10/23 10:13 PM,F3N,8,43,0,0,51
968045,10/23 10:13 PM,F3XN,0,0,0,10,10
968044,10/23 10:12 PM,F3XN,3,0,0,6,9
968043,10/23 10:12 PM,F3XN,10,12,0,0,22
968042,10/23 10:11 PM,F3XN,15,0,0,0,15
968041,10/23 10:10 PM,F3N,68,58,0,1,127
968040,10/23 10:10 PM,F3N,103,84,0,0,187
968039,10/23 10:10 PM,F3XN,1,16,0,0,17
968038,10/23 10:09 PM,F5N,0,0,1,0,1
968037,10/23 10:09 PM,F3N,166,48,0,0,214
968036,10/23 10:09 PM,F3XN,1,0,0,0,1
968035,10/23 10:07 PM,F6N,7,0,0,0,7
968034,10/23 10:07 PM,F3N,54,35,0,11,100
968033,10/23 10:07 PM,F3XN,0,0,0,0,0
968032,10/23 10:06 PM,F3XN,51,92,0,43,186
968031,10/23 10:06 PM,F24A,0,0,2,0,2
968030,10/23 10:06 PM,F3XN,0,0,0,0,0
968029,10/23 10:05 PM,F3N,17,29,0,12,58
968028,10/23 10:05 PM,F6N,5,0,0,0,5
968027,10/23 10:05 PM,F3XN,1,3,0,8,12
968026,10/23 10:05 PM,F3A,14,54,0,1,69
968025,10/23 10:04 PM,F3N,240,37,0,4,281
968024,10/23 10:04 PM,F3N,0,11,0,0,11
968023,10/23 10:03 PM,F3N,0,0,0,28,28
968022,10/23 10:03 PM,F3XN,67,0,0,280,347
968021,10/23 10:02 PM,F6N,1,0,0,0,1
968020,10/23 10:02 PM,F3N,2,0,0,5,7
968019,10/23 10:02 PM,F5N,0,0,1,0,1
968018,10/23 10:02 PM,F24N,0,0,5,0,5
968017,10/23 10:01 PM,F3XN,0,1,0,1,2
968016,10/23 10:00 PM,F3N,0,0,0,6,6
968015,10/23 10:00 PM,F24N,0,0,1,0,1
968014,10/23 09:59 PM,F3N,4,1,0,4,9
968013,10/23 09:59 PM,F3N,93,46,0,1,140
968012,10/23 09:58 PM,F3XN,32,223,0,56,311
968011,10/23 09:58 PM,F3N,206,56,0,1,263
968010,10/23 09:58 PM,F24N,0,0,1,0,1
968009,10/23 09:57 PM,F3XN,503,32,0,21,556
968008,10/23 09:56 PM,F3N,5,4,0,6,15
968007,10/23 09:56 PM,F3XN,39,165,0,186,390
968006,10/23 09:56 PM,F3N,132,21,0,120,273
968005,10/23 09:55 PM,F3XN,0,0,0,0,0
968004,10/23 09:55 PM,F6N,3,0,0,0,3
968003,10/23 09:54 PM,F3XN,0,0,0,0,0
968002,10/23 09:54 PM,F3N,452,99,0,0,551
968001,10/23 09:53 PM,F5N,0,0,2,0,2
968000,10/23 09:53 PM,F3XN,20,14,0,0,34
967999,10/23 09:52 PM,F5N,0,0,1,0,1
967998,10/23 09:51 PM,F3A,179,118,0,3,300
967997,10/23 09:51 PM,F6N,26,0,0,0,26
967996,10/23 09:51 PM,F3N,187,35,0,0,222
967995,10/23 09:51 PM,F3N,1504,57,0,0,1561
967994,10/23 09:49 PM,F3N,0,0,0,3,3
967993,10/23 09:49 PM,F3XN,0,0,0,1,1
967992,10/23 09:48 PM,F3XN,20,17,0,0,37
967991,10/23 09:47 PM,F3N,28,3,0,0,31
967990,10/23 09:47 PM,F3XN,87,32,0,0,119
967989,10/23 09:47 PM,F3N,4,13,0,5,22
967988,10/23 09:46 PM,F6N,1,0,0,0,1
967987,10/23 09:45 PM,F3XN,0,6,0,5,11
967986,10/23 09:45 PM,F99,0,0,0,0,0
967985,10/23 09:44 PM,F24N,0,0,5,0,5
967984,10/23 09:44 PM,F3XN,1,0,0,1,2
967983,10/23 09:44 PM,F3XN,458,25,6,0,489
967982,10/23 09:43 PM,F3XN,0,3,0,0,3
967981,10/23 09:42 PM,F3N,2,8,0,19,29
967980,10/23 09:42 PM,F3XN,0,0,0,0,0
967979,10/23 09:41 PM,F24N,0,0,6,0,6
967978,10/23 09:41 PM,F3N,166,37,0,0,203
967977,10/23 09:40 PM,F3N,50,21,0,0,71
967976,10/23 09:40 PM,F3XN,8,12,0,4,24
967975,10/23 09:39 PM,F3XN,9,2,0,26,37
967974,10/23 09:39 PM,F3N,249,77,0,0,326
967973,10/23 09:39 PM,F5N,0,0,1,0,1
967972,10/23 09:39 PM,F3N,804,95,0,1,900
967971,10/23 09:39 PM,F24N,0,0,3,0,3
967970,10/23 09:38 PM,F3N,0,0,0,22,22
967969,10/23 09:37 PM,F5N,0,0,12,0,12
967968,10/23 09:37 PM,F3N,148,25,0,7,180
967967,10/23 09:37 PM,F3XN,0,32,38,54,124
967966,10/23 09:37 PM,F3N,157,30,0,0,187
967965,10/23 09:37 PM,F3XN,47,16,0,20,83
967964,10/23 09:36 PM,F3N,43,26,0,32,101
967963,10/23 09:36 PM,F6N,1,0,0,0,1
967962,10/23 09:35 PM,F3XN,1,0,0,0,1
967961,10/23 09:35 PM,F3XN,23,12,0,63,98
967960,10/23 09:35 PM,F3XN,1,0,0,0,1
967959,10/23 09:35 PM,F3XN,24,3,0,0,27
967958,10/23 09:34 PM,F3XN,44,225,0,179,448
967957,10/23 09:34 PM,F3N,608,121,0,2,731
967956,10/23 09:34 PM,F3XN,0,0,0,0,0
967955,10/23 09:34 PM,F24N,0,0,4,0,4
967954,10/23 09:33 PM,F3XN,2,0,1,0,3
967953,10/23 09:33 PM,F6N,2,0,0,0,2
967952,10/23 09:33 PM,F3XN,1,3,0,10,14
967951,10/23 09:32 PM,F3A,182,55,0,33,270
967950,10/23 09:31 PM,F3XN,0,15,0,1,16
967949,10/23 09:31 PM,F3XN,0,0,0,0,0
967948,10/23 09:31 PM,F3N,329,71,0,0,400
967947,10/23 09:30 PM,F3N,31,23,0,3,57
967946,10/23 09:30 PM,F3XN,1,1,0,6,8
967945,10/23 09:30 PM,F24N,0,0,3,0,3
967944,10/23 09:29 PM,F6N,1,0,0,0,1
967943,10/23 09:29 PM,F24N,0,0,1,0,1
967942,10/23 09:29 PM,F3N,20,40,0,4,64
967941,10/23 09:29 PM,F3N,7,8,0,0,15
967940,10/23 09:28 PM,F3N,41,61,0,0,102
967939,10/23 09:28 PM,F3A,27,23,0,19,69
967938,10/23 09:28 PM,F3XN,0,8,0,0,8
967937,10/23 09:28 PM,F6N,1,0,0,0,1
967936,10/23 09:27 PM,F3XN,59,5,0,10,74
967935,10/23 09:26 PM,F3XN,13,0,0,0,13
967934,10/23 09:26 PM,F3XA,21,8,0,15,44
967933,10/23 09:25 PM,F6N,2,0,0,0,2
967932,10/23 09:25 PM,F3XN,0,1,0,0,1
967931,10/23 09:24 PM,F3N,15,10,0,1,26
967930,10/23 09:24 PM,F24N,0,0,4,0,4
967929,10/23 09:23 PM,F6N,2,0,0,0,2
967928,10/23 09:23 PM,F3N,148,117,0,49,314
967927,10/23 09:23 PM,F3XN,0,1,0,0,1
967926,10/23 09:22 PM,F24A,0,0,1,0,1
967925,10/23 09:22 PM,F3N,11,11,0,1,23
967924,10/23 09:21 PM,F3XN,0,0,0,0,0
967923,10/23 09:21 PM,F3XN,1,9,0,10,20
967922,10/23 09:21 PM,F3XN,3,1,0,15,19
967921,10/23 09:20 PM,F3XN,14,3,0,0,17
967920,10/23 09:20 PM,F3XN,0,0,0,0,0
967919,10/23 09:19 PM,F3XN,1143,205,142,28,1518
967918,10/23 09:19 PM,F3N,0,0,0,0,0
967917,10/23 09:19 PM,F3N,99,48,0,0,147
967916,10/23 09:19 PM,F3N,201,70,0,2,273
967915,10/23 09:19 PM,F3XA,8,51,0,20,79
967914,10/23 09:18 PM,F3XA,55,90,0,6,151
967913,10/23 09:18 PM,F24N,0,0,4,0,4
967912,10/23 09:17 PM,F3N,86,27,0,0,113
967911,10/23 09:17 PM,F3XN,18,34,0,0,52
967910,10/23 09:17 PM,F3N,172,70,0,0,242
967909,10/23 09:16 PM,F3XN,1,2,0,10,13
967908,10/23 09:16 PM,F3XN,2,7,0,0,9
967907,10/23 09:16 PM,F3XN,0,0,0,2,2
967906,10/23 09:16 PM,F3N,19,40,0,0,59
967905,10/23 09:14 PM,F3XN,0,11,0,0,11
967904,10/23 09:13 PM,F6N,1,0,0,1,2
967903,10/23 09:13 PM,F3XN,0,0,0,0,0
967902,10/23 09:13 PM,F3N,26,54,0,0,80
967901,10/23 09:12 PM,F3XN,14,31,0,0,45
967900,10/23 09:12 PM,F3N,136,44,0,0,180
967899,10/23 09:12 PM,F6A,17,0,0,1,18
967898,10/23 09:11 PM,F3XN,4160,49,0,1,4210
967897,10/23 09:11 PM,F3N,45,28,0,1,74
967896,10/23 09:11 PM,F3XN,0,2,0,0,2
967895,10/23 09:10 PM,F6N,14,0,0,1,15
967894,10/23 09:10 PM,F3XN,0,2,0,0,2
967893,10/23 09:09 PM,F3XN,0,2,0,1,3
967892,10/23 09:09 PM,F3XN,0,0,0,0,0
967891,10/23 09:09 PM,F24N,0,0,1,0,1
967890,10/23 09:09 PM,F3XN,0,0,0,0,0
967889,10/23 09:08 PM,F3XN,2,0,0,0,2
967888,10/23 09:07 PM,F3A,661,450,0,2,1113
967887,10/23 09:07 PM,F3N,38,28,0,1,67
967886,10/23 09:06 PM,F3XN,29,1,0,0,30
967885,10/23 09:06 PM,F3N,6,2,0,30,38
967884,10/23 09:06 PM,F3XN,48,0,0,64,112
967883,10/23 09:05 PM,F3N,4,1,0,0,5
967882,10/23 09:05 PM,F3N,3,0,0,0,3
967881,10/23 09:05 PM,F3N,21,25,0,0,46
967880,10/23 09:04 PM,F24N,0,0,1,0,1
967879,10/23 09:03 PM,F3XN,36,0,0,0,36
967878,10/23 09:02 PM,F6N,1,0,0,0,1
967877,10/23 09:02 PM,F24N,0,0,1,0,1
967876,10/23 09:01 PM,F3XN,66,21,0,9,96
967875,10/23 09:00 PM,F3XN,139,11,0,0,150
967874,10/23 09:00 PM,F3N,36,55,0,6,97
967873,10/23 08:59 PM,F3N,28,11,0,0,39
967872,10/23 08:59 PM,F3N,181,21,0,15,217
967871,10/23 08:58 PM,F3N,18,22,0,4,44
967870,10/23 08:57 PM,F3XN,65,361,0,0,426
967869,10/23 08:57 PM,F3XN,0,0,0,0,0
967868,10/23 08:57 PM,F3XN,1,52,0,0,53
967867,10/23 08:56 PM,F5N,0,0,1,0,1
967866,10/23 08:56 PM,F3A,350,400,0,61,811
967865,10/23 08:56 PM,F24N,0,0,1,0,1
967864,10/23 08:55 PM,F3N,16,24,0,0,40
967863,10/23 08:55 PM,F3XN,0,2,0,0,2
967862,10/23 08:55 PM,F3N,66,10,0,0,76
967861,10/23 08:55 PM,F3N,14,10,0,10,34
967860,10/23 08:55 PM,F24N,0,0,1,0,1
967859,10/23 08:55 PM,F3XN,4,3,0,0,7
967858,10/23 08:54 PM,F24N,0,0,1,0,1
967857,10/23 08:53 PM,F3N,15,79,0,0,94
967856,10/23 08:52 PM,F3N,136,69,0,0,205
967855,10/23 08:52 PM,F3N,800,86,0,5,891
967854,10/23 08:51 PM,F3XN,46,0,0,0,46
967853,10/23 08:51 PM,F24N,0,0,1,0,1
967852,10/23 08:51 PM,F3N,36,37,0,4,77
967851,10/23 08:50 PM,F3XN,0,0,0,3,3
967850,10/23 08:50 PM,F3N,368,94,0,2,464
967849,10/23 08:50 PM,F3N,11,28,0,5,44
967848,10/23 08:50 PM,F3N,12,8,0,6,26
967847,10/23 08:49 PM,F6N,4,0,0,0,4
967846,10/23 08:49 PM,F3N,97,25,0,8,130
967845,10/23 08:48 PM,F3N,112,52,0,1,165
967844,10/23 08:47 PM,F3XN,6,58,0,0,64
967843,10/23 08:46 PM,F3XN,1,3,0,0,4
967842,10/23 08:45 PM,F3XN,98,134,0,0,232
967841,10/23 08:45 PM,F3A,68,18,0,0,86
967840,10/23 08:45 PM,F24N,0,0,1,0,1
967839,10/23 08:44 PM,F3N,60,15,0,2,77
967838,10/23 08:44 PM,F3N,37,28,0,2,67
967837,10/23 08:44 PM,F3N,44,46,0,9,99
967836,10/23 08:43 PM,F3N,41,30,0,0,71
967835,10/23 08:43 PM,F3XA,25,4,0,0,29
967834,10/23 08:43 PM,F3N,37,13,0,3,53
967833,10/23 08:43 PM,F3N,3,6,0,15,24
967832,10/23 08:42 PM,F3A,153,73,0,2,228
967831,10/23 08:42 PM,F3XN,0,0,0,0,0
967830,10/23 08:41 PM,F3N,89,27,0,2,118
967829,10/23 08:41 PM,F3XN,25,3,0,0,28
967828,10/23 08:41 PM,F3A,59,27,0,2,88
967827,10/23 08:41 PM,F6N,17,0,0,0,17
967826,10/23 08:41 PM,F3N,79,51,0,8,138
967825,10/23 08:41 PM,F3XN,0,0,0,0,0
967824,10/23 08:40 PM,F3A,0,10,0,2,12
967823,10/23 08:40 PM,F3N,105,33,0,0,138
967822,10/23 08:40 PM,F3XN,0,0,0,0,0
967821,10/23 08:40 PM,F3N,141,31,0,10,182
967820,10/23 08:39 PM,F3A,46,18,0,2,66
967819,10/23 08:37 PM,F3A,252,157,0,1,410
967818,10/23 08:37 PM,F3XN,0,24,0,0,24
967817,10/23 08:36 PM,F3N,0,0,0,0,0
967816,10/23 08:36 PM,F3XN,0,4,0,0,4
967815,10/23 08:34 PM,F3N,5,2,0,0,7
967814,10/23 08:34 PM,F3XN,832,2,0,0,834
967813,10/23 08:34 PM,F3XN,93,2,0,0,95
967812,10/23 08:34 PM,F3N,7,33,0,0,40
967811,10/23 08:34 PM,F3N,4,5,0,0,9
967810,10/23 08:34 PM,F3XN,6,14,0,1,21
967809,10/23 08:33 PM,F3XN,86,91,0,6,183
967808,10/23 08:33 PM,F3N,116,30,0,2,148
967807,10/23 08:32 PM,F3N,8,2,0,0,10
967806,10/23 08:31 PM,F3XN,0,2,0,0,2
967805,10/23 08:31 PM,F3N,1013,186,0,0,1199
967804,10/23 08:30 PM,F3N,86,37,0,2,125
967803,10/23 08:30 PM,F3XN,3,8,10,2,23
967802,10/23 08:29 PM,F3A,1372,394,0,2,1768
967801,10/23 08:28 PM,F3XN,585,34,22,6,647
967800,10/23 08:28 PM,F6N,11,0,0,0,11
967799,10/23 08:27 PM,F3XN,36,33,0,93,162
967798,10/23 08:27 PM,F5N,0,0,1,0,1
967797,10/23 08:27 PM,F3N,12,7,0,11,30
967796,10/23 08:26 PM,F3XN,483,697,4,1,1185
967795,10/23 08:26 PM,F3XN,1,6,0,0,7
967794,10/23 08:25 PM,F3XN,8,0,0,0,8
967793,10/23 08:25 PM,F3XA,21,9,0,0,30
967792,10/23 08:25 PM,F3N,1314,167,0,4,1485
967791,10/23 08:24 PM,F3XN,156,431,0,79,666
967790,10/23 08:25 PM,F3N,145,72,0,7,224
967789,10/23 08:24 PM,F3XN,144,139,0,30,313
967788,10/23 08:24 PM,F24N,0,0,1,0,1
967787,10/23 08:24 PM,F6N,1,0,0,0,1
967786,10/23 08:23 PM,F3N,0,0,0,0,0
967785,10/23 08:23 PM,F3N,3,2,0,0,5
967784,10/23 08:22 PM,F3N,3,10,0,0,13
967783,10/23 08:21 PM,F3XN,115,13,0,0,128
967782,10/23 08:20 PM,F3XN,12,13,21,0,46
967781,10/23 08:20 PM,F6N,3,0,0,0,3
967780,10/23 08:20 PM,F3XN,35,28,0,64,127
967779,10/23 08:20 PM,F3N,16,102,0,0,118
967778,10/23 08:20 PM,F3XN,23,52,0,51,126
967777,10/23 08:20 PM,F3N,106,81,0,0,187
967776,10/23 08:20 PM,F3XN,58,77,0,55,190
967775,10/23 08:19 PM,F3N,5,0,0,1,6
967774,10/23 08:19 PM,F24A,0,0,5,0,5
967773,10/23 08:18 PM,F6N,3,0,0,0,3
967772,10/23 08:17 PM,F6N,1,0,0,0,1
967771,10/23 08:17 PM,F3XN,877,166,71,18,1132
967770,10/23 08:17 PM,F3N,989,56,0,0,1045
967769,10/23 08:17 PM,F3XN,67,2,0,0,69
967768,10/23 08:16 PM,F24N,0,0,8,0,8
967767,10/23 08:15 PM,F3N,10,12,0,4,26
967766,10/23 08:15 PM,F3N,71,43,0,1,115
967765,10/23 08:15 PM,F3N,36,21,0,12,69
967764,10/23 08:14 PM,F3XN,57,6,0,0,63
967763,10/23 08:14 PM,F3N,12,33,0,0,45
967762,10/23 08:14 PM,F3XN,0,5,0,0,5
967761,10/23 08:13 PM,F3A,253,117,0,17,387
967760,10/23 08:13 PM,F3N,291,86,0,7,384
967759,10/23 08:12 PM,F6N,4,0,0,0,4
967758,10/23 08:12 PM,F6N,5,0,0,0,5
967757,10/23 08:12 PM,F3N,172,76,0,0,248
967756,10/23 08:12 PM,F3N,52,16,0,0,68
967755,10/23 08:11 PM,F3XN,0,10,0,0,10
967754,10/23 08:11 PM,F3XN,990,26,0,0,1016
967753,10/23 08:11 PM,F3XN,72,98,0,8,178
967752,10/23 08:10 PM,F3XN,94,106,0,91,291
967751,10/23 08:10 PM,F6N,2,0,0,0,2
967750,10/23 08:10 PM,F6N,2,0,0,0,2
967749,10/23 08:10 PM,F6N,1,0,0,0,1
967748,10/23 08:09 PM,F3N,30,21,0,2,53
967747,10/23 08:09 PM,F3N,661,141,0,0,802
967746,10/23 08:08 PM,F3N,164,31,0,6,201
967745,10/23 08:08 PM,F6N,8,0,0,0,8
967744,10/23 08:07 PM,F3XN,17,2,0,0,19
967743,10/23 08:07 PM,F3A,56,240,0,10,306
967742,10/23 08:07 PM,F3N,154,35,0,0,189
967741,10/23 08:07 PM,F3XN,0,0,0,0,0
967740,10/23 08:06 PM,F6N,1,0,0,0,1
967739,10/23 08:06 PM,F3A,447,104,0,2,553
967738,10/23 08:06 PM,F3N,20,23,0,0,43
967737,10/23 08:05 PM,F3N,82,57,0,0,139
967736,10/23 08:05 PM,F3N,8,9,0,0,17
967735,10/23 08:04 PM,F6N,4,0,0,0,4
967734,10/23 08:04 PM,F3XN,15,47,0,80,142
967733,10/23 08:04 PM,F3N,205,60,0,3,268
967732,10/23 08:03 PM,F3N,37,44,0,0,81
967731,10/23 08:03 PM,F3XN,12,56,23,1,92
967730,10/23 08:02 PM,F3N,103,54,0,0,157
967729,10/23 08:00 PM,F3N,3,1,0,0,4
967728,10/23 08:00 PM,F3A,84,61,0,24,169
967727,10/23 07:58 PM,F3XN,88,44,0,43,175
967726,10/23 07:58 PM,F3XN,5,4,0,0,9
967725,10/23 07:58 PM,F3XN,55,90,0,6,151
967724,10/23 07:58 PM,F3XN,40,5,1,0,46
967723,10/23 07:57 PM,F6N,3,0,0,0,3
967722,10/23 07:57 PM,F3N,191,44,0,12,247
967721,10/23 07:57 PM,F3XN,0,0,0,0,0
967720,10/23 07:57 PM,F3XN,0,0,0,0,0
967719,10/23 07:56 PM,F3N,11,26,0,6,43
967718,10/23 07:56 PM,F3N,71,26,0,2,99
967717,10/23 07:56 PM,F3XA,23,12,0,1,36
967716,10/23 07:56 PM,F3XN,3,4,2,0,9
